도시,날짜,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,벤젠,톨루엔,자일렌,AQI,AQI등급
Gurugram,2018-11-18,124.15,200.83,79.49,37.57,87.59,,0.86,11.68,22.4,4.06,15.22,,295.0,Poor
Ahmedabad,2020-04-25,28.25,70.48,4.83,13.88,10.25,,0.38,16.51,41.74,1.17,9.32,0.56,98.0,Satisfactory
Ahmedabad,2020-04-27,31.76,81.16,3.99,19.95,12.7,,0.46,29.73,52.46,3.52,20.49,1.34,117.0,Moderate
Lucknow,2016-02-10,206.95,,7.2,11.6,4.22,,1.4,7.74,62.94,186.43,210.75,,366.0,Very Poor
Ahmedabad,2020-05-04,23.73,69.88,4.85,15.87,11.36,,0.73,20.04,58.72,2.38,16.23,0.9,130.0,Moderate
Patna,2018-01-22,202.77,,28.45,44.39,29.03,,3.4,49.05,37.59,0.67,3.7,1.98,360.0,Very Poor
Gurugram,2017-08-29,949.99,,26.31,28.34,,,0.92,7.44,29.91,0.0,0.0,,,
Chennai,2019-05-15,55.19,,8.96,24.05,30.37,35.98,0.85,7.1,34.3,0.15,0.09,,132.0,Moderate
Ahmedabad,2020-05-17,27.28,63.5,2.5,18.56,10.84,,0.68,,55.52,2.91,17.83,1.29,137.0,Moderate
Jorapokhar,2019-09-19,50.98,44.17,9.07,9.17,,6.3,,3.59,3.68,,,,,
Gurugram,2017-03-27,54.93,,6.84,12.7,,,0.55,17.79,75.87,0.03,3.41,,97.0,Satisfactory
Visakhapatnam,2019-12-10,24.02,95.84,29.64,37.62,44.11,7.15,0.95,7.82,40.3,5.08,11.08,4.02,91.0,Satisfactory
Lucknow,2016-03-05,182.82,,8.86,13.21,3.55,,1.39,4.61,62.8,0.66,2.47,,337.0,Very Poor
Lucknow,2018-01-25,157.0,,12.06,31.58,24.61,50.77,1.06,8.1,20.9,1.75,18.65,,324.0,Very Poor
Thiruvananthapuram,2018-12-01,59.39,70.75,5.7,7.98,8.86,5.12,1.96,18.65,37.8,,,,104.0,Moderate
Talcher,2019-09-04,29.07,50.96,26.09,7.61,32.81,7.57,1.31,51.39,1.08,1.7,,,100.0,Satisfactory
Patna,2020-01-06,116.68,158.66,27.94,31.45,58.67,32.81,1.84,7.49,21.47,3.29,1.15,3.88,184.0,Moderate
Lucknow,2018-04-13,54.59,,12.69,37.3,32.57,30.23,0.33,10.62,39.79,0.0,0.0,,91.0,Satisfactory
Patna,2018-11-17,135.62,,7.36,14.12,8.13,,1.26,32.77,,2.6,26.31,9.86,321.0,Very Poor
Jaipur,2017-11-18,90.89,143.58,2.39,25.34,25.1,17.21,0.55,10.75,54.05,2.16,1.4,,220.0,Poor
Mumbai,2018-09-03,26.35,57.69,15.1,23.5,38.61,,1.31,15.45,49.4,0.29,,,69.0,Satisfactory
Aizawl,2020-03-12,31.21,38.66,7.2,1.27,10.65,25.63,0.56,4.22,2.81,0.01,0.08,,52.0,Satisfactory
Aizawl,2020-03-26,54.9,62.7,2.96,0.13,3.69,25.48,0.42,6.8,5.87,0.25,0.92,,89.0,Satisfactory
Lucknow,2016-12-24,276.9,,86.91,72.76,,,3.01,9.1,51.97,8.31,20.96,,410.0,Severe
Thiruvananthapuram,2019-06-25,26.0,57.36,0.48,1.89,1.33,5.47,0.65,1.21,14.2,,,,,
Aizawl,2020-04-04,24.05,41.95,2.97,0.25,3.79,21.6,0.26,8.16,11.09,0.08,0.42,,43.0,Good
Patna,2017-01-30,174.62,,61.56,47.22,108.78,,1.54,0.67,6.13,0.17,0.73,0.39,304.0,Very Poor
Delhi,2019-03-04,105.93,180.84,49.62,40.1,67.55,37.26,1.54,14.75,38.13,3.92,33.07,0.98,217.0,Poor
Aizawl,2020-04-10,38.01,45.39,4.41,0.13,5.7,27.97,0.41,4.52,5.62,0.16,0.7,,64.0,Satisfactory
Gurugram,2019-05-03,62.53,148.15,17.73,17.47,28.1,,0.55,3.76,53.69,0.0,0.0,,209.0,Poor
Aizawl,2020-04-26,1.97,4.06,11.54,0.13,15.25,12.44,0.18,6.98,1.78,6.7,6.95,,18.0,Good
Aizawl,2020-05-01,7.92,12.97,11.68,0.35,15.71,18.21,0.3,6.47,1.61,0.06,0.76,,20.0,Good
Hyderabad,2018-02-22,57.85,131.06,4.83,49.21,29.91,18.86,0.88,8.69,46.5,1.9,9.21,2.14,114.0,Moderate
Chennai,2016-01-27,42.49,,9.97,18.3,17.33,168.71,1.38,3.39,32.57,5.37,6.72,,144.0,Moderate
Kochi,2020-05-09,13.96,28.02,56.3,14.53,58.81,11.54,1.27,12.83,1.21,,0.0,,82.0,Satisfactory
Aizawl,2020-05-26,9.03,13.23,11.57,0.42,15.65,12.13,0.22,11.09,2.5,0.04,0.26,,19.0,Good
Hyderabad,2018-10-27,57.44,145.22,13.24,60.75,42.38,10.5,0.68,16.45,27.8,6.3,54.43,13.98,117.0,Moderate
Aizawl,2020-06-05,2.49,7.33,20.36,0.7,25.15,25.23,0.24,12.97,3.3,17.11,17.44,,31.0,Good
Gurugram,2018-05-16,139.53,396.69,15.13,24.1,30.64,,0.41,,23.65,0.6,,,126.0,Moderate
Aizawl,2020-06-10,1.54,2.79,11.77,0.1,15.52,21.4,0.22,13.44,,65.53,65.67,,19.0,Good
Chennai,2019-01-10,89.42,,9.15,14.95,23.31,162.85,0.81,11.52,39.2,0.07,2.11,,181.0,Moderate
Chennai,2018-05-01,50.73,,22.85,98.77,64.31,100.02,1.71,3.39,41.65,0.71,1.09,,92.0,Satisfactory
Jorapokhar,2019-04-16,71.94,143.92,9.16,9.28,,6.3,,5.04,51.32,,,,139.0,Moderate
Delhi,2018-02-06,143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,0.42,324.0,Very Poor
Amaravati,2017-12-12,89.35,131.48,7.97,42.1,28.88,21.24,0.24,7.42,44.67,0.28,7.01,0.19,179.0,Moderate
Amaravati,2018-01-02,61.88,109.82,3.87,23.14,15.45,19.57,0.09,12.81,81.38,0.2,3.84,0.04,132.0,Moderate
Patna,2020-03-27,58.25,129.36,51.61,45.25,64.28,13.88,1.68,12.52,20.63,0.89,4.96,0.31,146.0,Moderate
Mumbai,2018-08-03,17.72,48.66,12.25,48.29,58.01,,1.18,24.59,18.65,0.32,,,75.0,Satisfactory
Hyderabad,2018-07-26,14.41,42.62,9.34,20.64,18.69,13.72,0.29,7.06,16.19,0.43,4.26,0.26,54.0,Satisfactory
Talcher,2019-02-28,29.97,168.95,36.54,,29.69,7.72,2.42,0.74,5.54,0.0,,,129.0,Moderate
Amaravati,2018-01-18,66.28,117.3,7.36,45.13,29.99,21.68,0.05,7.21,45.97,0.19,6.81,0.1,132.0,Moderate
Hyderabad,2016-03-30,55.96,95.45,5.7,11.15,15.47,10.16,1.13,3.89,46.22,0.89,4.24,0.75,125.0,Moderate
Visakhapatnam,2018-08-13,35.57,49.8,32.61,46.46,51.23,11.53,0.69,12.14,3.61,6.28,16.15,6.34,,
Hyderabad,2016-11-27,59.95,98.75,7.69,5.3,4.13,3.64,0.5,48.96,51.89,0.03,0.67,0.4,106.0,Moderate
Amaravati,2018-01-29,74.2,135.97,4.3,35.82,22.55,20.24,0.07,12.16,53.0,0.15,4.24,0.05,142.0,Moderate
Patna,2020-05-19,43.06,112.12,50.13,17.54,57.23,10.03,0.57,5.06,46.38,2.11,5.44,1.27,137.0,Moderate
Hyderabad,2020-04-09,29.36,61.5,23.69,25.74,26.47,15.14,0.51,9.14,29.65,2.22,15.08,0.31,59.0,Satisfactory
Jaipur,2019-04-19,36.19,83.64,13.46,39.88,42.78,21.91,0.84,9.88,64.75,0.6,3.98,,102.0,Moderate
Jorapokhar,2017-04-24,,178.28,7.49,10.72,,,0.33,38.16,17.94,,,,124.0,Moderate
Jaipur,2018-10-21,74.69,181.3,7.04,38.28,34.6,20.42,0.96,10.36,77.81,1.33,13.33,,185.0,Moderate
Amaravati,2018-02-19,54.73,94.12,3.49,12.79,9.73,22.79,0.58,8.21,30.21,0.08,2.23,0.15,89.0,Satisfactory
Thiruvananthapuram,2020-04-21,13.77,31.6,5.61,8.41,12.1,6.16,0.49,5.74,32.43,,,,53.0,Satisfactory
Shillong,2020-03-16,23.18,42.06,0.86,2.53,1.04,2.57,0.21,5.4,36.23,281.93,281.84,,65.0,Satisfactory
Mumbai,2020-03-24,35.58,92.81,10.91,12.34,22.74,13.82,0.52,8.75,38.04,4.72,,,86.0,Satisfactory
Lucknow,2017-12-23,158.89,,27.36,54.32,51.76,51.04,0.93,9.16,77.57,1.93,1.1,,337.0,Very Poor
Visakhapatnam,2016-07-14,37.09,98.23,14.05,49.9,34.78,13.3,1.09,9.28,33.36,5.24,8.33,7.04,93.0,Satisfactory
Hyderabad,2018-03-23,56.64,146.7,13.11,58.35,41.43,23.52,1.01,16.25,36.12,3.31,18.45,4.81,128.0,Moderate
Amaravati,2018-03-11,41.67,80.09,2.74,13.08,9.19,13.51,0.78,8.35,30.38,0.11,2.08,0.1,88.0,Satisfactory
Jorapokhar,2019-05-14,,71.3,7.91,7.37,,6.57,1.77,5.13,32.56,,,,131.0,Moderate
Gurugram,2019-03-26,58.85,156.68,5.28,8.17,8.79,,0.22,13.16,32.12,0.0,0.0,,119.0,Moderate
Guwahati,2019-07-07,5.39,10.53,1.99,6.5,10.24,3.85,0.25,10.25,21.89,,,,53.0,Satisfactory
Kochi,2020-06-12,21.57,32.58,10.44,5.93,8.84,0.83,1.72,20.4,0.99,,0.0,,93.0,Satisfactory
Jorapokhar,2018-12-27,,378.14,7.21,7.73,,6.62,,71.42,54.7,,,,406.0,Severe
Patna,2018-02-09,100.56,,3.91,24.45,8.94,,1.12,37.08,92.29,0.33,2.7,0.77,236.0,Poor
Thiruvananthapuram,2018-02-19,60.38,93.06,1.69,19.02,11.44,7.78,1.03,7.37,68.23,,,,107.0,Moderate
Hyderabad,2018-08-15,22.11,68.81,4.1,17.62,12.18,23.04,0.35,10.13,11.99,0.65,3.64,0.54,65.0,Satisfactory
Thiruvananthapuram,2020-06-10,22.93,45.57,6.4,11.56,14.88,7.44,0.53,6.08,19.07,,,,46.0,Good
Chennai,2019-02-09,21.04,,5.63,10.92,16.49,66.69,0.91,12.96,18.49,0.0,1.25,,77.0,Satisfactory
Thiruvananthapuram,2019-03-31,37.82,81.64,0.84,3.35,2.46,2.52,0.75,1.55,51.96,,,,86.0,Satisfactory
Kolkata,2018-09-29,60.23,94.97,7.88,51.87,59.75,6.38,1.52,4.28,23.9,3.81,9.03,,103.0,Moderate
Jorapokhar,2017-06-03,,197.14,8.02,10.65,,,0.34,28.47,16.98,,,,155.0,Moderate
Jaipur,2020-02-06,55.6,121.15,6.67,47.01,43.42,34.79,1.03,12.64,52.03,3.35,6.82,,117.0,Moderate
Lucknow,2016-08-28,40.9,,3.23,15.78,,,1.41,1.79,32.45,0.48,,,85.0,Satisfactory
Jorapokhar,2017-04-20,,119.49,7.75,9.26,,,0.32,28.43,18.88,,,,,
Gurugram,2016-04-25,114.51,,9.67,53.05,19.74,,1.77,14.31,49.87,,,,287.0,Poor
Kolkata,2018-12-27,258.54,384.73,131.35,137.35,222.65,15.6,1.54,17.99,29.47,19.95,39.21,,390.0,Very Poor
Amaravati,2018-06-01,37.5,84.96,3.27,11.57,8.91,10.06,0.57,4.53,79.11,,,,127.0,Moderate
Jaipur,2018-04-08,49.85,131.99,7.89,22.81,26.74,35.65,1.06,7.76,104.05,0.87,2.57,,158.0,Moderate
Jaipur,2018-10-19,78.42,147.93,20.04,53.89,57.64,25.15,1.26,9.78,52.77,1.69,16.46,,151.0,Moderate
Kolkata,2019-10-07,33.22,65.76,9.47,24.83,34.22,8.97,0.67,4.4,26.62,25.1,21.82,2.52,77.0,Satisfactory
Delhi,2016-05-12,100.09,207.98,14.69,64.25,67.9,66.64,1.34,17.95,76.43,4.2,14.3,,218.0,Poor
Chennai,2018-08-12,26.95,,9.82,20.63,16.6,12.63,0.79,4.28,9.08,0.0,5.24,,60.0,Satisfactory
Chennai,2016-02-07,79.55,,9.63,12.07,14.14,,0.67,5.4,20.9,11.12,12.82,,162.0,Moderate
Amaravati,2018-06-23,17.85,43.47,3.35,11.42,8.88,11.67,1.05,6.86,63.17,0.41,0.24,,80.0,Satisfactory
Amaravati,2018-06-24,18.09,45.11,3.0,7.26,6.39,9.25,1.0,6.14,64.6,0.4,0.24,0.1,89.0,Satisfactory
Jaipur,2020-01-04,52.46,120.23,14.72,47.22,55.68,47.9,1.11,10.01,36.18,4.51,23.9,,111.0,Moderate
Talcher,2018-05-22,80.66,147.79,13.05,6.86,8.18,13.52,1.98,32.74,22.57,0.0,0.0,,163.0,Moderate
Coimbatore,2019-10-02,31.11,34.26,7.03,6.01,13.04,3.59,1.71,9.57,39.08,0.01,0.12,,96.0,Satisfactory
Delhi,2017-08-16,35.23,,15.5,64.66,7.81,23.94,0.0,,,0.1,0.0,,53.0,Satisfactory
Amaravati,2018-07-24,17.42,56.44,5.71,16.26,13.39,15.6,0.47,11.83,28.85,0.21,0.11,0.1,55.0,Satisfactory
Amaravati,2018-07-28,17.74,80.26,10.41,20.1,19.29,18.23,0.49,10.98,27.33,0.2,0.19,0.1,57.0,Satisfactory
Delhi,2016-08-03,50.86,67.92,23.29,36.14,56.77,32.14,1.35,6.96,92.81,2.01,28.25,,149.0,Moderate
Gurugram,2020-04-10,49.34,96.26,8.54,18.33,13.59,33.84,0.68,14.23,50.44,2.55,2.71,2.57,105.0,Moderate
Hyderabad,2015-02-20,,,4.49,18.22,22.71,,0.33,4.12,32.4,0.34,3.87,0.93,,
Amaravati,2018-09-09,,,,,,,,,,,,,82.0,Satisfactory
Mumbai,2015-03-01,,,,,24.76,,0.0,,,0.0,0.0,0.0,,
Jorapokhar,2020-01-13,69.44,175.52,8.69,9.11,,6.45,,22.31,62.32,,,,130.0,Moderate
Guwahati,2020-01-20,79.32,120.4,6.5,8.74,20.04,17.68,0.6,12.49,20.98,0.17,,,211.0,Poor
Hyderabad,2020-04-10,18.95,36.93,9.39,31.96,22.02,14.41,0.52,6.51,28.05,1.0,5.01,0.2,62.0,Satisfactory
Jaipur,2018-12-07,55.16,128.71,26.41,41.09,54.14,22.4,1.37,20.16,42.89,1.43,9.27,,163.0,Moderate
Shillong,2020-05-01,12.54,18.18,0.81,2.42,1.01,2.48,0.17,5.85,1.61,5.31,5.47,,17.0,Good
Gurugram,2018-03-09,109.0,191.52,17.25,46.58,39.96,,1.18,,83.67,,,,244.0,Poor
Amaravati,2018-10-11,54.08,157.38,3.63,26.71,17.34,17.82,1.02,27.31,76.78,0.06,0.03,,,
Amaravati,2018-10-12,40.99,122.69,4.32,29.54,19.32,17.01,0.6,24.37,44.5,0.06,0.08,0.1,130.0,Moderate
Jorapokhar,2020-04-04,71.96,119.98,24.47,10.37,,9.29,2.58,41.63,94.05,,,,148.0,Moderate
Visakhapatnam,2017-10-23,48.95,95.65,1.77,,0.12,0.21,0.15,9.13,68.37,0.42,0.9,0.15,,
Patna,2019-04-02,61.04,,28.25,77.26,37.15,,1.63,50.18,67.74,1.59,16.22,6.34,132.0,Moderate
Mumbai,2016-05-14,,,,,12.79,,0.0,,,0.0,0.0,0.0,,
Amaravati,2018-11-03,12.7,38.49,4.68,30.66,20.22,1.62,0.89,8.59,23.45,0.0,0.05,,75.0,Satisfactory
Patna,2016-09-17,35.55,,13.16,14.93,28.09,,0.76,3.36,9.79,0.2,0.75,0.25,110.0,Moderate
Guwahati,2020-05-16,19.4,29.4,1.11,5.69,3.59,3.44,0.34,14.49,34.31,0.0,,,41.0,Good
Thiruvananthapuram,2019-09-22,11.18,33.91,0.78,3.16,1.84,1.43,0.84,1.12,20.47,,,,50.0,Good
Mumbai,2016-06-30,,,,,99.96,,,,,,0.0,,,
Gurugram,2017-06-05,115.7,,5.9,26.18,,,0.37,3.23,37.32,0.02,2.1,,,
Thiruvananthapuram,2019-11-16,21.53,35.95,0.57,3.55,2.18,2.77,4.11,9.91,24.68,,,,156.0,Moderate
Amaravati,2018-12-14,90.61,164.19,5.37,74.89,44.2,16.85,1.07,17.68,31.59,0.11,0.3,0.15,180.0,Moderate
Amaravati,2018-12-20,30.48,69.23,9.24,67.05,43.17,20.44,1.28,57.72,22.1,0.03,0.07,0.1,,
Lucknow,2017-04-06,82.94,,7.86,24.61,,,1.61,4.91,84.98,2.36,5.8,,174.0,Moderate
Gurugram,2016-12-30,249.77,,7.99,10.26,,,26.76,3.54,5.08,4.04,40.45,,421.0,Severe
Amaravati,2019-01-02,109.97,189.28,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,0.13,210.0,Poor
Amaravati,2019-01-07,121.47,215.5,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31,0.1,302.0,Very Poor
Thiruvananthapuram,2019-12-05,37.99,58.52,12.38,17.64,19.31,9.35,1.2,8.2,32.49,,,,88.0,Satisfactory
Amaravati,2019-01-09,97.45,225.75,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,0.18,274.0,Poor
Mumbai,2015-05-03,,,,,33.46,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2016-03-26,61.09,106.24,5.46,11.4,15.49,10.35,0.91,4.08,49.85,0.93,4.36,1.21,134.0,Moderate
Amaravati,2019-01-18,107.94,163.17,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,0.1,287.0,Poor
Gurugram,2019-02-09,49.02,121.29,32.67,44.31,59.96,,0.18,3.92,19.92,0.0,0.0,,125.0,Moderate
Amaravati,2019-01-29,54.24,87.78,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,0.1,96.0,Satisfactory
Hyderabad,2018-11-23,71.81,147.11,7.22,47.8,30.04,10.43,0.65,15.7,32.72,4.48,30.82,14.82,133.0,Moderate
Jaipur,2018-08-04,61.58,173.12,15.01,23.91,32.28,10.65,0.69,10.74,36.23,0.26,1.07,,154.0,Moderate
Amaravati,2019-02-12,66.61,121.81,4.03,26.18,17.28,13.97,0.66,9.84,39.63,0.02,0.05,,137.0,Moderate
Gurugram,2019-08-09,26.31,56.92,6.61,16.8,13.99,,0.4,5.93,31.92,2.0,6.03,,54.0,Satisfactory
Chennai,2018-11-28,61.8,,10.68,20.05,30.02,39.76,0.94,7.35,34.91,0.12,1.07,,123.0,Moderate
Patna,2016-02-11,248.22,,80.01,32.37,112.39,,2.36,7.32,12.9,0.49,1.55,1.3,374.0,Very Poor
Kolkata,2018-10-18,79.18,124.87,3.4,46.97,50.37,14.12,1.36,21.04,56.56,2.42,8.85,,156.0,Moderate
Thiruvananthapuram,2017-09-23,21.19,48.97,1.95,5.81,4.67,,0.93,4.32,7.62,,,,57.0,Satisfactory
Mumbai,2018-12-24,96.74,221.61,68.31,60.1,128.11,,2.75,17.33,58.67,2.14,,,219.0,Poor
Delhi,2016-04-11,81.12,246.86,13.25,36.5,47.89,31.62,0.72,22.66,61.02,4.87,8.42,,257.0,Poor
Thiruvananthapuram,2018-01-15,50.17,72.73,1.88,15.14,9.49,6.37,1.58,6.34,49.1,,,,162.0,Moderate
Visakhapatnam,2019-01-27,80.45,129.08,2.37,17.27,11.11,17.47,0.78,6.64,69.36,3.23,4.96,0.63,101.0,Moderate
Visakhapatnam,2017-09-26,,,,,0.0,1.37,0.0,,,0.0,0.0,0.0,,
Lucknow,2016-09-11,50.96,,3.97,32.46,6.24,,1.06,4.02,48.05,0.44,,,115.0,Moderate
Chennai,2018-09-13,45.96,,9.82,15.41,25.22,18.84,0.81,5.26,43.52,0.0,1.07,,86.0,Satisfactory
Hyderabad,2017-04-26,61.48,178.52,7.13,51.82,10.74,30.94,0.06,19.33,26.72,0.1,0.95,0.64,151.0,Moderate
Amaravati,2019-04-12,17.24,43.11,2.53,5.32,4.04,3.95,0.58,14.02,30.87,0.78,2.17,0.16,80.0,Satisfactory
Patna,2015-09-22,,,48.25,21.46,69.54,,1.88,4.99,9.42,0.28,2.01,0.82,,
Chennai,2020-03-25,22.43,1.63,5.78,4.38,9.79,51.89,0.65,5.04,37.16,0.57,0.21,,58.0,Satisfactory
Delhi,2018-02-23,163.75,333.99,59.63,70.77,92.54,59.64,1.81,16.26,48.62,3.89,9.53,0.0,331.0,Very Poor
Amaravati,2019-05-01,27.18,93.8,2.87,23.54,14.82,3.53,0.64,26.8,38.05,0.45,2.85,0.27,83.0,Satisfactory
Mumbai,2018-08-16,26.49,91.07,15.76,22.23,38.0,,1.1,11.49,41.44,0.43,,,90.0,Satisfactory
Chennai,2015-11-26,36.82,,4.97,8.01,11.06,68.35,0.99,4.03,65.25,,,,107.0,Moderate
Thiruvananthapuram,2019-01-09,65.74,104.01,2.58,6.56,5.59,6.99,0.03,23.45,76.67,,,,137.0,Moderate
Visakhapatnam,2018-06-13,35.64,136.51,9.51,46.06,32.36,12.77,0.63,19.68,26.85,5.61,10.01,3.07,105.0,Moderate
Amaravati,2019-05-14,40.41,102.09,1.99,21.47,13.17,4.15,0.5,25.09,43.31,0.06,1.6,0.11,,
Hyderabad,2020-04-04,37.34,72.16,3.78,21.26,13.49,10.48,0.5,8.46,26.57,2.06,9.39,0.52,67.0,Satisfactory
Amaravati,2019-05-25,40.04,98.75,1.7,17.31,10.2,4.07,0.89,18.61,48.85,0.21,1.82,0.11,108.0,Moderate
Jorapokhar,2017-12-23,,185.76,9.85,10.5,,6.93,0.32,30.87,27.97,,,,142.0,Moderate
Lucknow,2020-05-28,38.92,,4.79,8.42,8.86,9.01,1.02,4.66,36.68,5.0,1.37,,135.0,Moderate
Chennai,2019-09-07,26.37,61.74,6.35,13.94,14.76,16.37,0.78,6.17,44.92,0.86,2.4,,105.0,Moderate
Lucknow,2015-11-14,384.4,,11.63,22.72,4.22,,4.46,10.23,61.83,,,,486.0,Severe
Thiruvananthapuram,2018-03-24,30.17,81.22,1.68,12.55,7.86,4.23,0.93,5.45,33.2,,,,82.0,Satisfactory
Chennai,2020-02-18,41.49,79.79,16.63,18.11,34.56,48.53,0.96,9.15,24.7,1.23,0.1,,85.0,Satisfactory
Mumbai,2018-07-01,13.0,48.23,28.19,21.22,49.41,,1.49,19.4,22.08,0.82,,,88.0,Satisfactory
Delhi,2019-12-07,233.79,348.44,79.28,66.41,107.56,55.32,2.32,15.4,33.69,6.96,47.68,2.22,382.0,Very Poor
Gurugram,2019-04-29,111.49,281.57,14.23,16.91,24.14,,0.66,5.08,36.38,0.0,0.0,,261.0,Poor
Mumbai,2016-07-10,,,,,16.85,,0.0,,,0.0,0.0,0.0,,
Chennai,2016-03-25,59.46,,5.91,10.97,11.97,174.56,0.79,3.67,21.8,3.03,6.7,,123.0,Moderate
Visakhapatnam,2020-02-09,26.04,47.32,2.92,17.92,11.9,10.42,0.81,8.73,32.41,2.79,4.71,2.15,56.0,Satisfactory
Amaravati,2019-07-20,11.14,18.23,1.11,5.65,3.93,5.5,0.44,13.82,37.65,0.05,1.13,0.26,47.0,Good
Amaravati,2019-07-26,7.48,15.84,4.57,10.04,8.96,3.4,0.38,12.51,20.01,0.09,0.96,0.15,35.0,Good
Mumbai,2017-03-31,,,,,,,0.0,,,0.0,0.0,0.0,,
Delhi,2015-09-23,34.89,101.42,16.55,31.17,43.75,18.66,0.98,12.34,37.26,2.44,6.8,3.42,95.0,Satisfactory
Mumbai,2016-03-07,,,,,18.01,,0.0,,,0.0,0.0,0.0,,
Jorapokhar,2019-08-24,11.0,26.48,8.72,9.43,,6.22,2.06,3.67,15.89,,,,112.0,Moderate
Hyderabad,2018-08-16,7.78,10.87,3.77,19.87,13.35,11.71,0.3,5.69,15.01,0.49,1.88,0.15,40.0,Good
Jaipur,2018-01-26,95.31,165.34,43.3,47.69,57.18,38.66,0.5,10.99,43.38,2.2,4.1,,247.0,Poor
Delhi,2019-03-22,38.43,119.87,13.54,32.19,28.73,27.85,0.74,16.06,46.73,1.85,12.49,0.19,141.0,Moderate
Guwahati,2020-04-01,133.0,206.76,12.18,26.92,22.2,19.62,0.98,17.35,39.22,0.42,,,307.0,Very Poor
Kolkata,2019-11-29,83.26,170.19,74.96,50.73,120.73,25.1,1.48,9.25,33.83,34.55,44.62,7.85,207.0,Poor
Guwahati,2019-12-13,106.59,161.14,37.5,9.08,71.29,16.26,1.21,12.19,18.2,1.87,,,309.0,Very Poor
Kolkata,2018-05-16,,,3.23,36.86,40.09,12.26,0.0,,,2.6,4.34,,,
Mumbai,2016-08-09,,,,,172.24,,0.0,,,,,,,
Talcher,2018-07-25,27.24,140.86,66.27,,24.65,22.39,1.49,58.71,17.5,0.0,0.0,,136.0,Moderate
Thiruvananthapuram,2020-05-06,20.76,45.58,26.29,11.07,34.8,26.58,0.58,5.68,37.83,,,,66.0,Satisfactory
Lucknow,2016-11-08,499.06,,52.95,75.44,,,1.66,12.0,45.86,2.82,8.59,,604.0,Severe
Mumbai,2016-02-10,,,,,15.0,,0.0,,,0.0,0.0,0.0,,
Shillong,2019-09-06,8.32,16.12,1.23,3.55,1.44,3.65,0.29,4.93,18.72,0.32,1.37,,25.0,Good
Lucknow,2018-04-23,64.98,,11.31,33.33,29.31,30.17,0.3,10.81,56.54,0.0,0.0,,156.0,Moderate
Mumbai,2019-01-20,93.45,285.55,79.17,26.93,106.1,,3.34,35.52,33.76,3.13,,,234.0,Poor
Amaravati,2019-10-25,7.53,26.41,3.75,10.7,8.83,7.21,0.46,5.29,25.04,0.14,1.46,0.16,39.0,Good
Amaravati,2019-10-26,11.82,27.75,3.59,11.1,8.92,7.35,0.72,9.54,24.82,0.2,3.1,0.22,69.0,Satisfactory
Lucknow,2018-06-20,90.31,,9.45,36.14,26.69,41.19,0.89,8.89,18.51,0.86,0.99,,186.0,Moderate
Amaravati,2019-11-08,81.5,128.86,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,174.0,Moderate
Patna,2016-12-13,188.93,,18.5,24.18,42.69,,1.96,7.46,13.19,0.18,0.51,0.2,362.0,Very Poor
Amaravati,2019-11-19,62.31,89.89,2.51,14.9,10.06,12.77,1.0,16.91,49.95,0.22,1.34,0.18,98.0,Satisfactory
Kolkata,2020-04-07,39.33,74.46,4.97,11.32,16.34,16.76,0.39,13.28,63.72,2.14,5.68,0.36,95.0,Satisfactory
Gurugram,2020-06-20,49.08,156.48,5.51,8.09,10.59,4.04,0.53,5.38,55.44,4.49,2.75,1.56,172.0,Moderate
Amaravati,2019-11-29,35.69,63.76,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,78.0,Satisfactory
Delhi,2020-01-26,201.2,309.09,74.63,50.94,95.06,48.8,2.09,12.81,32.7,5.87,33.9,0.83,349.0,Very Poor
Amaravati,2019-12-07,61.25,98.77,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,,174.0,Moderate
Amaravati,2019-12-21,83.64,118.52,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,166.0,Moderate
Hyderabad,2016-06-06,37.4,,5.24,14.63,19.86,,0.8,5.99,38.04,0.16,0.94,0.1,107.0,Moderate
Chennai,2019-02-24,37.37,,8.53,12.35,20.87,16.42,0.95,10.08,33.15,0.0,0.0,,89.0,Satisfactory
Amaravati,2020-01-09,37.23,62.09,1.83,13.23,8.52,15.63,0.53,13.54,46.31,0.5,0.92,0.11,78.0,Satisfactory
Gurugram,2017-04-20,193.39,,3.6,9.14,,,0.71,19.03,31.15,0.02,1.76,,349.0,Very Poor
Lucknow,2015-04-03,75.52,,11.98,27.25,5.65,,2.37,13.38,22.52,2.06,1.82,,122.0,Moderate
Jorapokhar,2018-11-11,,339.24,7.23,7.1,,6.67,0.0,,27.08,,,,310.0,Very Poor
