도시,날짜,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,벤젠,톨루엔,자일렌,AQI,AQI등급
Hyderabad,2017-01-31,54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,0.07,1.1,0.13,110.0,Moderate
Gurugram,2019-08-01,33.71,68.35,10.25,8.5,8.75,,0.51,14.92,34.48,2.0,5.99,,61.0,Satisfactory
Amritsar,2017-09-07,30.99,129.56,10.32,17.06,,10.28,0.85,4.91,9.02,1.41,1.57,21.24,118.0,Moderate
Amritsar,2017-09-08,37.7,123.54,10.48,19.62,,10.5,0.81,5.18,10.01,1.58,1.68,20.46,119.0,Moderate
Lucknow,2018-06-24,63.36,,9.34,27.8,21.97,36.61,0.84,7.96,29.73,0.26,0.66,,157.0,Moderate
Patna,2016-12-25,427.46,,119.32,31.64,150.94,,4.31,9.02,4.86,0.38,1.33,1.07,565.0,Severe
Hyderabad,2017-08-25,13.53,32.41,7.91,11.42,6.48,8.07,0.18,3.8,33.12,0.23,2.48,0.51,72.0,Satisfactory
Patna,2015-08-14,,,17.89,16.92,34.59,,0.98,5.86,10.36,0.26,1.87,0.74,,
Lucknow,2018-07-21,24.25,,10.68,29.87,24.11,29.57,0.94,6.49,13.76,0.31,0.47,,71.0,Satisfactory
Mumbai,2016-12-05,,,,,,,0.0,,,,,,,
Thiruvananthapuram,2018-09-21,20.42,60.69,2.92,6.71,5.94,2.33,0.83,5.15,40.99,,,,55.0,Satisfactory
Delhi,2018-03-02,139.18,253.32,46.05,50.64,78.23,48.86,1.64,11.52,45.55,3.01,4.5,0.77,300.0,Poor
Delhi,2017-09-26,66.12,114.15,23.12,27.52,18.35,34.54,0.6,7.13,30.45,0.25,1.38,0.13,131.0,Moderate
Amritsar,2017-09-18,71.8,225.14,24.27,36.24,,25.83,0.93,5.74,5.95,2.06,2.15,20.47,173.0,Moderate
Amritsar,2017-09-19,44.09,221.27,7.61,16.17,,18.3,0.79,11.1,24.39,1.84,2.04,16.76,202.0,Poor
Hyderabad,2017-10-13,20.48,39.46,8.45,19.29,3.15,8.93,0.08,2.36,79.99,0.19,1.1,0.03,147.0,Moderate
Mumbai,2017-08-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Lucknow,2016-11-28,181.25,,78.75,91.36,6.24,,2.58,6.62,52.92,5.36,12.63,,358.0,Very Poor
Lucknow,2015-10-13,72.43,,11.06,7.7,3.88,,1.66,4.51,49.76,0.21,0.16,,146.0,Moderate
Amritsar,2017-09-24,39.43,136.27,7.59,15.28,,17.13,0.72,5.12,18.05,1.25,7.57,15.45,108.0,Moderate
Guwahati,2019-05-15,19.79,31.95,1.78,12.33,16.15,10.74,0.45,18.08,66.56,0.35,,,86.0,Satisfactory
Jaipur,2020-03-19,46.94,102.61,15.7,43.78,48.53,46.08,1.06,14.21,69.56,3.8,31.36,,122.0,Moderate
Visakhapatnam,2020-06-18,21.16,88.8,4.94,42.96,26.79,3.22,0.68,11.05,27.65,4.38,7.65,1.69,71.0,Satisfactory
Amritsar,2017-09-28,78.12,255.33,10.73,8.96,,12.24,0.86,4.96,30.83,1.41,9.74,17.26,199.0,Moderate
Mumbai,2016-01-15,,,,,14.12,,0.0,,,0.0,0.0,0.0,,
Delhi,2018-09-07,42.11,87.03,30.95,37.91,49.1,32.06,1.1,10.75,28.23,2.51,36.86,0.28,117.0,Moderate
Delhi,2018-01-28,150.96,248.26,41.85,47.6,73.57,45.66,1.85,10.26,54.01,2.07,4.36,0.84,334.0,Very Poor
Mumbai,2015-10-23,,,,,82.39,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2019-10-19,22.92,54.35,3.64,21.67,12.31,7.06,0.48,2.92,21.13,0.64,5.73,1.85,54.0,Satisfactory
Chennai,2017-04-21,89.0,,2.52,10.87,9.01,,0.03,6.35,45.42,0.02,0.0,,152.0,Moderate
Visakhapatnam,2019-09-15,37.09,85.61,6.65,33.06,22.99,6.25,0.68,13.99,32.83,2.16,5.95,1.55,86.0,Satisfactory
Amritsar,2017-10-06,74.82,271.04,8.23,6.79,23.09,15.54,0.34,3.72,28.63,1.93,3.11,4.69,,
Mumbai,2019-11-20,91.86,171.91,29.09,51.64,80.72,19.47,1.22,10.92,33.38,7.07,,,209.0,Poor
Chennai,2020-03-12,24.94,41.38,8.6,8.75,17.21,40.37,0.74,5.64,29.98,0.8,0.03,,65.0,Satisfactory
Hyderabad,2016-06-28,66.04,,9.42,10.91,20.33,,0.7,6.19,6.28,0.14,0.86,0.15,106.0,Moderate
Amritsar,2017-10-11,,,,,39.8,45.79,0.0,,43.3,2.33,0.0,0.0,,
Chennai,2019-07-17,43.75,,9.12,22.9,32.01,45.88,0.98,4.94,16.08,0.15,4.55,,77.0,Satisfactory
Amritsar,2017-10-13,,,,,39.54,43.69,0.0,,28.63,1.63,0.0,0.0,,
Kolkata,2018-08-04,42.38,80.48,5.55,31.76,37.31,6.73,1.27,4.03,21.45,1.27,11.28,,82.0,Satisfactory
Amritsar,2017-10-15,,,,,31.23,45.62,0.0,,20.78,1.61,0.0,0.0,,
Thiruvananthapuram,2019-03-22,32.33,61.19,0.9,6.83,4.27,3.95,0.86,4.13,67.81,,,,94.0,Satisfactory
Amritsar,2017-10-17,,,,,43.07,47.38,0.0,,16.35,10.28,0.0,0.0,,
Amritsar,2017-10-18,,,,,47.35,48.08,0.0,,25.89,2.87,0.0,0.0,,
Thiruvananthapuram,2017-09-30,10.28,24.03,1.91,4.43,3.89,2.22,0.97,3.74,7.57,,,,57.0,Satisfactory
Lucknow,2016-08-26,43.91,,2.95,17.78,,,1.16,1.67,29.99,0.6,16.84,,91.0,Satisfactory
Amritsar,2017-10-21,148.47,318.1,12.04,32.77,44.81,48.33,1.17,4.9,12.08,3.47,7.42,27.97,320.0,Very Poor
Amritsar,2017-10-22,194.47,357.95,13.87,35.42,49.29,50.88,1.25,5.15,10.86,3.45,7.74,28.02,338.0,Very Poor
Thiruvananthapuram,2020-02-09,36.14,60.54,7.77,18.42,16.08,11.37,0.95,10.59,51.13,,,,68.0,Satisfactory
Mumbai,2020-06-12,10.46,31.78,20.73,11.19,31.51,8.08,0.38,13.66,10.47,1.8,,,52.0,Satisfactory
Chennai,2017-06-01,44.66,,4.92,14.54,8.23,,0.09,6.28,45.19,0.02,0.03,,91.0,Satisfactory
Gurugram,2016-11-18,88.8,,7.92,10.21,,,,4.97,34.22,2.18,21.8,,201.0,Poor
Amritsar,2017-10-27,150.33,299.12,9.42,39.46,48.88,62.45,1.13,5.8,12.62,3.24,11.41,25.08,308.0,Very Poor
Mumbai,2018-05-11,23.57,71.8,21.08,25.71,46.8,,1.26,24.83,36.59,0.44,,,73.0,Satisfactory
Chennai,2016-08-15,25.42,,4.57,10.18,12.76,,3.27,4.42,9.59,0.44,1.3,,256.0,Poor
Visakhapatnam,2020-05-24,10.99,72.39,1.38,20.53,11.8,10.25,0.11,8.73,27.09,2.36,2.94,0.68,80.0,Satisfactory
Ernakulam,2020-03-18,46.85,90.0,0.99,2.99,2.44,2.05,1.85,4.0,,0.77,1.14,0.13,99.0,Satisfactory
Patna,2015-12-03,160.84,,54.16,28.14,81.43,,2.32,6.93,12.67,0.34,1.11,0.8,309.0,Very Poor
Delhi,2020-06-05,42.43,87.05,7.6,25.87,20.45,35.51,0.87,12.46,44.83,2.0,18.02,2.01,126.0,Moderate
Visakhapatnam,2020-06-19,14.41,66.81,6.22,40.06,26.1,7.51,1.07,13.23,27.34,2.55,8.98,1.45,110.0,Moderate
Hyderabad,2020-05-18,31.05,71.9,4.88,27.66,17.21,13.06,0.43,7.55,35.11,1.37,10.28,1.58,72.0,Satisfactory
Kolkata,2020-06-27,7.89,24.73,5.24,9.25,14.52,8.39,0.35,5.73,23.14,1.68,11.31,0.24,37.0,Good
Amritsar,2017-11-06,140.05,290.75,51.16,42.09,59.61,28.02,1.77,5.17,20.13,4.12,11.75,26.22,321.0,Very Poor
Jaipur,2020-02-03,47.03,105.2,6.81,40.61,39.87,30.15,1.08,11.57,54.92,3.69,8.53,,116.0,Moderate
Amritsar,2017-11-08,90.68,250.2,26.51,28.37,54.2,30.33,1.89,5.71,3.71,4.25,11.87,25.25,235.0,Poor
Amritsar,2017-11-09,113.0,222.95,38.56,21.98,60.07,34.51,2.13,8.28,19.28,4.78,13.04,26.66,248.0,Poor
Amritsar,2017-11-10,137.47,260.49,38.12,21.68,56.14,33.64,2.0,7.71,23.6,4.8,12.76,26.69,295.0,Poor
Jorapokhar,2018-11-28,,369.99,7.68,7.83,,6.6,0.0,72.44,33.52,,,,379.0,Very Poor
Shillong,2019-08-28,18.42,26.65,1.28,3.5,1.33,3.64,0.29,5.15,28.46,0.22,0.72,,37.0,Good
Chennai,2019-06-29,59.22,,7.98,21.16,28.92,4.28,0.79,4.82,18.98,0.08,0.89,,106.0,Moderate
Patna,2020-03-13,67.26,111.48,61.82,48.93,84.2,21.68,1.04,10.36,12.3,3.54,7.12,1.54,163.0,Moderate
Lucknow,2019-10-23,136.04,,36.51,56.8,58.92,29.83,1.19,6.27,26.49,3.19,15.0,,280.0,Poor
Patna,2015-10-08,107.48,,61.42,24.39,86.33,,1.83,5.54,11.14,0.33,2.2,0.82,282.0,Poor
Chennai,2017-02-28,65.96,,5.92,9.97,10.2,,0.23,6.25,27.15,0.02,0.13,,108.0,Moderate
Hyderabad,2015-02-17,,,44.55,52.83,97.37,,0.78,10.94,27.52,2.49,27.77,2.59,,
Chennai,2015-07-29,50.58,,4.86,19.44,17.33,35.66,2.43,10.73,30.81,,,,144.0,Moderate
Lucknow,2015-08-11,50.4,,4.13,8.13,4.3,,1.98,7.4,12.55,0.07,0.14,,175.0,Moderate
Mumbai,2016-01-27,,,,,14.16,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2016-05-16,28.39,73.3,8.82,29.68,25.85,27.59,0.79,4.71,31.52,0.32,2.11,0.38,92.0,Satisfactory
Gurugram,2016-12-13,188.7,,7.99,10.46,,,,7.37,12.06,4.1,41.04,,355.0,Very Poor
Hyderabad,2015-03-28,,,9.2,18.56,27.76,,0.74,8.71,40.43,0.46,5.09,1.0,,
Thiruvananthapuram,2020-02-23,32.33,49.54,8.26,22.12,26.02,8.9,0.75,5.49,55.44,,,,89.0,Satisfactory
Delhi,2016-07-09,52.95,87.81,13.01,30.77,41.97,40.31,1.96,7.73,45.1,2.59,9.41,,151.0,Moderate
Shillong,2020-04-13,,,,,0.0,,0.0,,,0.0,0.0,,,
Mumbai,2015-07-24,,,,,19.92,,0.0,,,0.0,0.0,0.0,,
Amritsar,2017-11-29,146.1,283.99,90.92,30.53,120.09,12.51,3.08,6.11,44.48,11.29,11.91,19.51,317.0,Very Poor
Jaipur,2018-05-29,64.81,161.76,5.46,29.36,28.58,11.97,0.85,10.39,80.15,0.88,2.1,,170.0,Moderate
Chennai,2016-01-23,53.07,,4.53,11.09,10.24,169.19,0.54,4.1,34.52,10.62,4.18,,117.0,Moderate
Gurugram,2017-01-16,223.16,,4.47,15.47,,,12.8,6.65,14.5,3.84,38.42,,402.0,Severe
Patna,2019-05-24,47.48,,6.33,4.67,5.06,,1.37,35.21,50.18,1.34,13.56,5.0,100.0,Satisfactory
Amritsar,2017-12-05,92.93,189.34,47.7,3.08,50.78,1.0,1.39,3.69,18.47,4.94,9.32,15.93,227.0,Poor
Patna,2015-12-30,498.75,,200.37,51.59,251.96,,8.06,4.57,42.46,0.97,3.16,3.11,507.0,Severe
Amritsar,2017-12-07,106.08,215.78,19.15,49.15,66.48,9.95,2.41,10.52,24.02,5.45,9.64,15.73,185.0,Moderate
Chennai,2016-11-22,83.29,,3.97,30.5,17.03,,0.0,3.0,46.65,0.1,0.1,,132.0,Moderate
Hyderabad,2018-07-14,17.97,40.97,5.45,26.02,17.84,11.15,0.28,6.88,15.88,0.68,4.67,0.69,42.0,Good
Coimbatore,2019-12-17,41.65,48.33,74.01,,0.0,,0.98,1.84,21.65,0.01,0.0,,68.0,Satisfactory
Thiruvananthapuram,2018-05-26,22.6,44.1,2.88,15.31,10.47,2.75,0.95,5.08,54.81,,,,78.0,Satisfactory
Patna,2018-10-20,120.85,,7.74,33.76,13.44,,1.5,32.91,53.14,3.12,30.35,9.21,284.0,Poor
Thiruvananthapuram,2018-07-30,13.55,37.53,2.91,5.95,5.53,2.21,0.93,5.99,28.73,,,,58.0,Satisfactory
Chennai,2019-10-11,21.2,55.08,10.48,12.98,17.44,26.58,0.76,5.86,47.37,0.0,0.56,,87.0,Satisfactory
Amritsar,2017-12-15,53.83,120.29,25.17,18.12,43.28,0.06,0.87,6.22,16.45,,,,113.0,Moderate
Visakhapatnam,2018-09-19,47.77,129.97,12.96,43.66,33.75,10.27,0.97,2.73,24.79,5.12,13.07,4.65,119.0,Moderate
Amritsar,2017-12-17,63.41,177.11,25.57,20.54,46.11,0.15,1.39,4.03,15.84,,,,133.0,Moderate
Hyderabad,2019-01-25,36.51,80.89,2.97,29.33,17.72,16.06,0.46,4.8,26.51,1.01,3.99,0.51,96.0,Satisfactory
Mumbai,2018-03-28,,,,,42.56,,1.36,,,0.0,0.0,0.0,,
Patna,2019-11-20,164.05,,82.15,78.77,75.24,,1.69,37.69,63.54,6.05,21.41,19.08,334.0,Very Poor
Patna,2016-06-27,68.22,,22.29,22.89,45.18,,1.21,2.22,10.68,0.2,0.75,0.53,127.0,Moderate
Jorapokhar,2017-11-06,,97.4,8.74,5.18,,8.24,0.4,52.38,85.92,,,,,
Mumbai,2020-05-14,15.23,56.14,21.05,9.24,29.15,2.91,0.29,21.85,15.53,2.3,,,65.0,Satisfactory
Amritsar,2017-12-24,96.33,186.31,7.72,28.36,36.08,3.66,1.71,3.36,21.55,5.7,7.97,10.23,197.0,Moderate
Amritsar,2017-12-25,112.36,210.37,8.0,28.77,36.76,3.76,1.41,3.31,20.73,7.2,9.25,11.68,235.0,Poor
Kolkata,2019-05-06,55.4,127.11,3.15,17.34,18.19,4.93,0.47,1.93,37.33,2.96,7.7,,108.0,Moderate
Kolkata,2018-04-22,,,3.03,29.27,32.3,9.59,1.09,,27.77,5.19,0.96,,,
Amritsar,2017-12-28,101.19,188.85,5.98,26.62,32.6,3.32,1.24,5.94,23.25,5.23,8.68,9.38,298.0,Poor
Lucknow,2020-06-14,41.87,,5.57,9.22,10.09,11.83,1.03,6.44,45.48,11.3,4.8,,91.0,Satisfactory
Patna,2017-01-31,135.36,,55.95,48.37,104.31,,1.6,1.9,10.46,0.16,0.68,0.29,321.0,Very Poor
Thiruvananthapuram,2020-04-29,18.54,34.48,6.17,9.67,13.35,5.93,0.51,5.52,38.97,,,,57.0,Satisfactory
Mumbai,2019-02-08,52.26,203.43,50.54,36.41,86.93,,1.64,13.66,38.51,0.64,,,132.0,Moderate
Lucknow,2020-03-20,115.54,,29.1,40.02,44.61,20.46,1.13,7.88,44.36,22.32,54.62,,252.0,Poor
Jaipur,2020-06-03,31.13,68.89,5.09,18.46,20.31,28.59,0.58,10.95,69.32,1.45,2.13,,94.0,Satisfactory
Delhi,2018-05-26,103.02,263.49,41.7,64.88,61.71,37.33,1.47,14.9,49.85,4.77,6.65,0.0,244.0,Poor
Lucknow,2018-11-08,400.97,,24.17,54.59,47.4,42.51,2.0,16.73,39.74,0.8,1.73,,485.0,Severe
Mumbai,2016-05-30,,,,,6.22,,0.0,,,0.0,0.0,0.0,,
Coimbatore,2019-09-26,22.37,33.05,8.42,8.98,17.41,3.08,1.49,9.78,16.06,0.01,0.36,,81.0,Satisfactory
Shillong,2019-09-29,8.08,15.48,1.13,3.54,1.55,3.66,0.26,5.63,33.34,0.2,0.53,,38.0,Good
Lucknow,2019-05-07,67.74,,11.2,32.39,25.72,8.97,1.3,6.84,50.92,1.27,42.04,,121.0,Moderate
Gurugram,2019-11-13,388.11,513.91,33.53,78.03,74.95,,2.09,3.01,32.69,1.99,5.98,,502.0,Severe
Mumbai,2017-04-05,,,,,,,0.0,,,0.0,0.0,0.0,,
Amritsar,2018-01-12,98.85,198.54,4.95,75.7,89.91,13.86,1.47,5.39,26.64,11.47,9.86,5.61,,
Delhi,2015-02-03,157.71,194.09,12.28,31.05,34.1,66.38,8.21,5.64,28.56,2.13,4.24,1.12,334.0,Very Poor
Amritsar,2018-01-14,124.02,195.9,23.65,94.18,134.6,16.76,1.92,5.71,20.39,9.63,10.4,8.75,310.0,Very Poor
Jaipur,2020-01-21,47.88,93.14,6.07,34.98,33.96,29.34,0.81,9.74,53.34,2.89,4.32,,108.0,Moderate
Amritsar,2018-01-16,77.72,158.17,7.18,79.22,86.56,14.3,1.44,10.0,23.22,13.14,10.33,10.69,152.0,Moderate
Lucknow,2020-01-09,100.5,,18.41,50.72,39.14,40.71,1.15,9.52,28.78,2.91,4.32,,247.0,Poor
Mumbai,2018-04-24,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Amritsar,2018-01-19,61.57,131.82,5.4,77.61,96.68,14.11,1.23,3.64,20.29,4.7,7.62,5.88,126.0,Moderate
Amritsar,2018-01-20,70.31,154.81,5.62,76.93,82.55,13.97,1.24,3.89,21.19,7.51,8.02,6.38,129.0,Moderate
Delhi,2016-11-20,323.74,350.18,120.28,117.17,39.98,80.15,1.52,27.23,53.69,6.63,27.78,,438.0,Severe
Gurugram,2019-10-21,109.34,205.75,6.46,33.32,27.61,,2.1,2.1,42.63,2.0,6.01,,225.0,Poor
Mumbai,2016-09-13,,,,,,,0.0,,,,,,,
Jaipur,2020-01-14,34.99,96.06,7.8,33.08,34.28,29.08,0.76,12.35,44.74,3.03,9.08,,108.0,Moderate
Talcher,2020-01-09,117.61,218.87,0.44,21.55,12.71,2.39,1.46,2.5,21.65,0.0,,,277.0,Poor
Amritsar,2018-01-26,57.51,120.69,7.2,79.01,99.72,14.09,1.26,2.5,17.71,4.53,7.76,5.08,118.0,Moderate
Amritsar,2018-01-27,70.09,160.56,15.42,60.24,81.09,12.37,1.04,5.11,17.25,5.34,7.16,5.29,132.0,Moderate
Patna,2015-12-07,186.38,,61.1,29.32,90.35,,1.97,6.17,9.81,0.41,1.14,0.81,343.0,Very Poor
Gurugram,2018-09-01,48.51,,24.7,19.63,27.92,,0.58,9.27,12.89,1.61,,,143.0,Moderate
Lucknow,2016-05-12,26.7,,8.54,30.61,3.72,,1.23,18.96,149.19,,,,,
Guwahati,2019-06-09,19.87,31.33,6.06,8.81,19.4,9.92,0.4,16.85,25.78,0.32,,,33.0,Good
Lucknow,2017-05-03,138.46,,31.4,82.86,,,1.5,9.89,62.12,2.0,5.18,,309.0,Very Poor
Amritsar,2018-02-02,31.79,96.3,66.62,59.83,141.5,15.06,0.82,2.56,13.11,11.53,7.19,6.0,149.0,Moderate
Patna,2020-03-16,55.2,131.96,50.95,40.05,54.3,18.78,1.4,10.19,16.36,2.38,5.2,0.43,125.0,Moderate
Lucknow,2018-01-01,170.51,,9.57,41.05,28.79,54.74,1.89,6.89,60.19,2.52,1.23,,356.0,Very Poor
Delhi,2017-07-10,41.92,,25.63,18.81,4.9,27.22,0.0,,,0.15,0.0,,78.0,Satisfactory
Mumbai,2015-09-26,,,,,61.58,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2017-05-12,34.8,77.97,5.0,36.6,11.62,23.81,0.15,4.51,53.61,0.03,0.61,0.19,86.0,Satisfactory
Amritsar,2018-02-08,67.11,160.02,18.92,49.05,71.77,4.75,0.61,3.38,14.43,11.24,8.26,6.4,141.0,Moderate
Gurugram,2019-07-18,30.89,52.47,8.93,10.91,13.59,,0.45,12.24,22.27,2.0,5.99,,67.0,Satisfactory
Gurugram,2020-01-14,75.89,119.57,6.56,26.1,22.02,,1.4,7.33,18.3,2.01,6.0,,244.0,Poor
Gurugram,2017-12-11,169.32,,10.92,19.13,0.0,,1.52,7.19,15.43,1.27,1.95,,348.0,Very Poor
Ernakulam,2020-04-28,16.31,35.39,11.75,,10.59,33.78,1.52,2.88,,0.09,0.16,0.0,80.0,Satisfactory
Patna,2019-10-27,136.29,,7.21,11.68,7.35,,0.87,72.29,60.14,11.56,29.44,21.36,160.0,Moderate
Patna,2020-01-10,85.02,104.32,38.4,26.64,64.39,30.55,1.79,7.98,12.28,1.53,0.86,3.48,220.0,Poor
Thiruvananthapuram,2018-07-15,9.01,21.69,3.06,6.91,5.91,1.91,0.66,6.22,28.42,,,,42.0,Good
Jaipur,2019-11-10,76.91,143.75,6.01,36.9,35.2,32.89,0.83,10.81,68.85,2.01,8.37,,188.0,Moderate
Amritsar,2018-02-17,41.54,135.18,15.39,9.04,34.52,10.71,0.76,2.93,16.54,9.73,7.6,6.21,137.0,Moderate
Amritsar,2018-02-18,53.44,159.72,15.28,11.58,37.88,11.03,0.72,3.1,15.95,9.86,7.97,6.1,133.0,Moderate
Jaipur,2019-04-10,54.01,149.74,13.62,34.35,38.05,30.52,1.06,17.0,66.0,1.47,6.17,,140.0,Moderate
Amritsar,2018-02-20,69.46,205.16,16.51,13.13,40.59,10.95,0.66,3.72,12.89,11.28,8.05,6.1,162.0,Moderate
Amritsar,2018-02-21,54.32,166.52,14.04,9.71,34.15,10.82,0.67,4.71,17.76,9.99,7.7,6.06,154.0,Moderate
Gurugram,2016-12-29,307.44,,7.88,10.65,,,27.7,4.21,13.25,2.53,25.26,,468.0,Severe
Amritsar,2018-02-23,52.39,143.82,18.45,13.52,43.62,11.79,0.61,4.66,17.32,11.44,7.71,5.94,123.0,Moderate
Hyderabad,2018-09-16,48.98,89.05,8.74,33.93,24.38,21.78,0.5,7.78,22.86,3.04,28.66,7.68,101.0,Moderate
Amritsar,2018-02-25,,,,,,,,,,,,,85.0,Satisfactory
Talcher,2019-02-06,88.48,444.48,31.82,3.79,27.05,7.44,2.81,19.88,8.99,0.0,,,439.0,Severe
Guwahati,2020-03-15,79.96,154.9,8.86,18.55,15.64,13.28,0.37,13.23,19.02,0.17,,,140.0,Moderate
Jorapokhar,2018-01-11,,168.65,9.06,11.01,,6.88,0.34,54.32,47.58,,,,128.0,Moderate
Thiruvananthapuram,2018-11-15,71.71,104.39,3.87,5.26,5.54,4.71,1.37,6.12,72.01,,,,130.0,Moderate
Talcher,2018-09-17,,,,,,28.0,,,9.72,,,,,
Amritsar,2018-03-03,25.72,77.3,16.06,8.99,35.26,10.21,0.65,3.55,17.96,11.16,7.2,5.72,73.0,Satisfactory
Patna,2018-12-06,262.16,,18.95,61.62,27.46,,2.86,24.78,,4.11,27.24,15.11,420.0,Severe
Visakhapatnam,2018-10-15,49.55,100.07,18.38,51.42,42.3,12.79,0.71,11.62,32.89,5.29,12.87,4.86,98.0,Satisfactory
Thiruvananthapuram,2018-09-15,28.44,64.05,2.8,8.62,6.84,3.08,0.81,7.36,41.8,,,,73.0,Satisfactory
Amritsar,2018-03-07,58.97,153.53,10.96,9.45,20.72,7.05,0.69,3.85,18.99,7.39,3.25,1.86,133.0,Moderate
Lucknow,2017-01-31,179.6,,27.8,39.97,,,2.32,9.62,48.99,4.51,13.19,,328.0,Very Poor
Jorapokhar,2019-11-03,84.44,113.21,8.79,9.05,,6.33,,4.67,26.13,,,,140.0,Moderate
Coimbatore,2020-06-03,13.26,23.79,,36.68,31.17,0.29,1.01,5.54,16.14,0.0,0.0,,52.0,Satisfactory
Thiruvananthapuram,2017-07-15,19.42,60.83,2.08,6.97,5.4,,0.58,3.28,16.23,,,,59.0,Satisfactory
Thiruvananthapuram,2020-01-01,35.96,65.09,9.66,23.08,20.09,12.88,1.41,10.15,42.93,,,,85.0,Satisfactory
Chennai,2016-06-15,32.64,,6.53,15.81,18.03,104.67,2.17,4.07,33.41,3.42,9.54,,92.0,Satisfactory
Kolkata,2018-10-05,91.06,147.47,69.15,51.91,108.15,15.54,2.01,5.49,33.31,4.65,10.25,,188.0,Moderate
Talcher,2020-03-28,65.98,146.69,0.62,5.03,0.6,13.12,2.37,,50.63,0.0,,,133.0,Moderate
Hyderabad,2016-07-13,9.92,,6.54,8.48,15.03,,1.07,5.9,12.97,0.09,0.64,0.09,194.0,Moderate
Patna,2017-07-23,,,,,,,0.0,,,0.0,0.0,0.0,,
Shillong,2019-10-23,32.95,54.63,1.14,3.51,1.51,3.66,0.46,6.99,51.26,0.5,1.0,,73.0,Satisfactory
Amritsar,2018-03-20,56.47,158.03,13.78,12.76,35.48,8.69,0.75,2.59,23.55,4.01,1.48,0.96,124.0,Moderate
Visakhapatnam,2020-04-30,18.16,66.09,1.68,16.27,9.74,8.18,0.11,7.01,30.36,2.69,6.72,1.76,61.0,Satisfactory
Amritsar,2018-03-22,15.44,57.58,13.73,4.94,28.91,5.64,0.86,2.45,29.02,4.28,2.68,1.55,72.0,Satisfactory
Amritsar,2018-03-23,37.84,115.7,13.8,4.88,24.49,5.65,0.9,2.4,30.86,4.18,3.0,1.63,,
Patna,2019-05-07,79.01,,11.78,11.51,10.13,,1.43,43.9,72.09,1.77,15.36,6.39,210.0,Poor
Amritsar,2018-03-25,52.32,136.13,18.62,13.02,31.63,12.83,0.93,1.91,38.35,3.57,2.68,2.21,,
Mumbai,2019-08-30,11.17,39.63,27.41,10.86,37.62,16.12,0.67,10.95,7.12,2.08,,,62.0,Satisfactory
Gurugram,2019-10-04,37.82,128.94,22.17,13.84,29.41,,1.02,3.4,39.72,0.89,2.67,,97.0,Satisfactory
Hyderabad,2017-10-03,24.16,36.84,11.69,18.96,9.81,9.53,0.34,6.88,34.69,1.0,7.43,0.65,53.0,Satisfactory
Gurugram,2016-09-18,63.22,,,,,,0.5,2.33,39.3,,,,129.0,Moderate
Patna,2016-03-19,66.5,,9.43,26.08,35.51,,1.6,2.86,32.94,0.28,1.1,0.87,280.0,Poor
Thiruvananthapuram,2018-02-11,41.06,70.25,1.82,20.97,12.65,5.38,0.88,4.78,38.89,,,,72.0,Satisfactory
Mumbai,2018-04-01,,,,,87.87,,1.37,,30.84,0.0,0.0,0.0,,
Hyderabad,2019-03-06,62.5,160.54,6.31,51.51,32.23,20.35,0.74,20.09,32.22,4.28,45.07,16.55,136.0,Moderate
Talcher,2019-05-17,35.3,149.75,14.29,13.18,24.94,6.79,0.2,23.67,11.88,0.0,,,,
Thiruvananthapuram,2017-08-01,18.25,41.35,2.18,4.51,4.17,,0.77,4.49,17.21,,,,68.0,Satisfactory
Hyderabad,2017-06-10,7.84,21.21,8.48,15.62,8.61,25.87,0.1,3.68,36.93,0.39,4.21,0.68,68.0,Satisfactory
Kolkata,2020-06-26,9.59,28.44,6.38,7.91,14.35,10.35,0.34,8.2,22.66,1.09,8.42,0.24,42.0,Good
Amritsar,2018-04-07,34.09,105.54,,17.85,,9.03,0.26,4.15,,,,,110.0,Moderate
Kolkata,2019-08-15,25.81,40.62,4.66,17.72,22.47,8.42,0.47,4.27,17.42,26.05,6.78,2.23,56.0,Satisfactory
Mumbai,2017-03-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Chennai,2020-05-03,11.67,,4.35,3.73,7.73,30.93,0.75,4.47,45.9,0.22,0.0,,71.0,Satisfactory
Patna,2015-12-21,299.25,,81.98,42.69,124.58,,2.55,7.84,14.36,0.49,1.5,1.25,423.0,Severe
Mumbai,2015-04-27,,,,,66.93,,0.0,,,0.0,0.0,0.0,,
Talcher,2020-06-26,13.17,16.46,7.31,21.5,28.81,7.93,0.93,17.52,44.96,0.0,,,79.0,Satisfactory
Delhi,2017-02-21,106.92,303.47,67.69,60.72,60.22,66.01,0.7,19.57,33.71,3.44,5.9,,310.0,Very Poor
Visakhapatnam,2017-07-23,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Amritsar,2018-04-16,33.87,119.64,,16.37,,6.35,0.94,4.32,,,,,122.0,Moderate
Mumbai,2016-06-16,,,,,15.96,,0.0,,,0.0,0.0,0.0,,
