고객세그먼트,제품대분류,제품소분류,지역,매출액,수량,할인율,이익
Corporate,Furniture,Chairs,West,1348.704,6.0,0.2,-219.1644
Corporate,Furniture,Chairs,West,700.152,3.0,0.2,78.7671
Corporate,Furniture,Furnishings,West,111.888,7.0,0.2,22.3776
Corporate,Office Supplies,Appliances,East,143.952,3.0,0.2,14.3952
Home Office,Furniture,Bookcases,East,173.94,3.0,0.0,13.9152
Home Office,Office Supplies,Labels,East,14.76,4.0,0.0,6.9372
Corporate,Office Supplies,Storage,East,44.672,8.0,0.2,-10.0512
Consumer,Furniture,Bookcases,East,301.47,3.0,0.5,-204.9996
Consumer,Office Supplies,Paper,South,32.4,5.0,0.0,15.552
Corporate,Furniture,Chairs,West,81.424,2.0,0.2,-9.1602
Corporate,Office Supplies,Art,East,119.04,6.0,0.0,35.712
Corporate,Office Supplies,Appliances,West,22.98,1.0,0.0,6.894
Consumer,Furniture,Furnishings,South,821.88,6.0,0.0,213.6888
Consumer,Office Supplies,Binders,South,21.96,2.0,0.0,10.7604
Home Office,Office Supplies,Paper,South,25.92,4.0,0.0,12.4416
Consumer,Technology,Phones,South,705.544,7.0,0.2,70.5544
Consumer,Technology,Accessories,East,50.0,2.0,0.0,12.0
Corporate,Office Supplies,Paper,West,8.96,2.0,0.0,4.3904
Consumer,Office Supplies,Supplies,East,11.64,3.0,0.0,3.3756
Home Office,Furniture,Chairs,Central,512.358,3.0,0.3,-14.6388
Consumer,Office Supplies,Labels,West,15.75,5.0,0.0,7.56
Consumer,Office Supplies,Storage,West,323.1,2.0,0.0,61.389
Consumer,Office Supplies,Labels,South,9.216,4.0,0.2,3.3408
Consumer,Office Supplies,Supplies,East,18.62,2.0,0.0,5.3998
Corporate,Technology,Accessories,East,15.02,1.0,0.0,2.7036
Corporate,Office Supplies,Storage,East,33.82,2.0,0.0,9.1314
Consumer,Technology,Accessories,South,71.0,4.0,0.0,27.69
Corporate,Office Supplies,Paper,West,9.568,2.0,0.2,2.99
Consumer,Technology,Accessories,West,299.94,6.0,0.0,128.9742
Home Office,Office Supplies,Paper,West,13.36,2.0,0.0,6.4128
Consumer,Office Supplies,Labels,East,6.912,3.0,0.2,2.5056
Consumer,Office Supplies,Paper,West,32.4,5.0,0.0,15.552
Home Office,Office Supplies,Art,Central,2.912,2.0,0.2,0.91
Consumer,Office Supplies,Paper,West,34.4,5.0,0.0,15.824
Consumer,Office Supplies,Paper,South,6.672,1.0,0.2,2.502
Consumer,Furniture,Furnishings,South,163.136,4.0,0.2,20.392
Corporate,Technology,Accessories,West,159.56,4.0,0.0,59.0372
Home Office,Office Supplies,Paper,East,75.06,9.0,0.0,33.777
Corporate,Office Supplies,Appliances,South,675.12,3.0,0.0,290.3016
Consumer,Furniture,Bookcases,West,359.499,3.0,0.15,-29.6058
Consumer,Office Supplies,Fasteners,East,3.008,2.0,0.2,0.564
Home Office,Office Supplies,Paper,South,19.44,3.0,0.0,9.3312
Consumer,Office Supplies,Binders,East,18.28,5.0,0.2,6.398
Home Office,Technology,Phones,South,155.35,13.0,0.0,0.0
Home Office,Furniture,Furnishings,South,12.42,3.0,0.0,4.4712
Home Office,Technology,Phones,South,187.98,2.0,0.0,52.6344
Home Office,Furniture,Chairs,West,215.976,3.0,0.2,-2.6997
Consumer,Technology,Phones,West,105.584,2.0,0.2,9.2386
Consumer,Office Supplies,Storage,East,62.04,5.0,0.2,4.653
Home Office,Technology,Accessories,West,108.96,3.0,0.0,32.688
Home Office,Technology,Phones,West,246.168,3.0,0.2,21.5397
Consumer,Office Supplies,Art,East,9.912,3.0,0.2,1.239
Consumer,Furniture,Tables,Central,601.47,3.0,0.5,-300.735
Corporate,Technology,Phones,South,79.1,2.0,0.0,39.55
Corporate,Office Supplies,Binders,South,327.84,8.0,0.0,157.3632
Corporate,Office Supplies,Envelopes,Central,180.96,2.0,0.0,81.432
Corporate,Office Supplies,Storage,East,428.68,7.0,0.0,0.0
Consumer,Office Supplies,Storage,Central,72.784,1.0,0.2,-18.196
Corporate,Furniture,Tables,East,523.764,3.0,0.4,-192.0468
Consumer,Technology,Accessories,East,288.0,4.0,0.2,57.6
Corporate,Office Supplies,Labels,South,62.1,6.0,0.0,29.808
Consumer,Office Supplies,Art,South,47.616,3.0,0.2,5.952
Consumer,Office Supplies,Paper,East,14.94,3.0,0.0,7.0218
Consumer,Technology,Machines,East,1349.85,3.0,0.0,364.4595
Consumer,Office Supplies,Supplies,Central,25.5,3.0,0.0,6.63
Consumer,Furniture,Furnishings,West,842.72,8.0,0.0,202.2528
Home Office,Furniture,Furnishings,West,25.4,5.0,0.0,8.636
Corporate,Furniture,Furnishings,Central,18.96,2.0,0.0,7.584
Consumer,Office Supplies,Labels,West,87.71,7.0,0.0,41.2237
Corporate,Office Supplies,Labels,Central,2.52,1.0,0.2,0.882
Corporate,Furniture,Tables,Central,1218.735,5.0,0.3,-121.8735
Consumer,Office Supplies,Fasteners,West,10.9,5.0,0.0,3.597
Consumer,Technology,Accessories,South,52.0,4.0,0.0,23.4
Consumer,Office Supplies,Paper,East,143.7,3.0,0.0,68.976
Corporate,Furniture,Chairs,West,41.568,2.0,0.2,2.598
Corporate,Furniture,Chairs,West,230.28,3.0,0.2,23.028
Consumer,Office Supplies,Binders,West,31.504,11.0,0.2,11.0264
Home Office,Furniture,Furnishings,West,22.14,3.0,0.0,6.4206
Consumer,Office Supplies,Binders,West,121.68,13.0,0.2,38.025
Corporate,Office Supplies,Art,West,4.17,3.0,0.0,1.0842
Consumer,Furniture,Furnishings,Central,17.496,9.0,0.6,-7.4358
Corporate,Office Supplies,Storage,West,37.32,3.0,0.0,10.4496
Corporate,Office Supplies,Labels,West,18.45,5.0,0.0,8.6715
Corporate,Office Supplies,Paper,Central,25.92,4.0,0.0,12.4416
Corporate,Technology,Accessories,West,109.53,3.0,0.0,47.0979
Consumer,Office Supplies,Paper,West,30.87,7.0,0.0,14.2002
Consumer,Furniture,Bookcases,West,205.666,2.0,0.15,-12.098
Home Office,Technology,Phones,East,52.99,1.0,0.0,0.5299
Corporate,Technology,Accessories,East,60.864,4.0,0.2,9.1296
Corporate,Technology,Machines,East,652.995,7.0,0.7,-935.9595
Consumer,Furniture,Furnishings,East,63.94,1.0,0.0,24.9366
Consumer,Office Supplies,Paper,Central,14.94,3.0,0.0,7.0218
Consumer,Furniture,Furnishings,West,39.96,2.0,0.0,17.1828
Home Office,Furniture,Furnishings,West,60.84,3.0,0.0,19.4688
Home Office,Office Supplies,Binders,Central,32.06,2.0,0.0,15.3888
Corporate,Furniture,Furnishings,South,6.16,2.0,0.0,1.9712
Corporate,Office Supplies,Binders,South,7.23,5.0,0.7,-5.784
Consumer,Office Supplies,Paper,East,39.96,2.0,0.0,18.7812
Consumer,Office Supplies,Paper,East,19.04,4.0,0.0,9.3296
Consumer,Office Supplies,Binders,East,13.128,3.0,0.2,4.2666
Consumer,Office Supplies,Art,East,64.14,3.0,0.0,16.6764
Corporate,Office Supplies,Storage,West,67.78,2.0,0.0,16.945
Consumer,Office Supplies,Fasteners,West,5.94,3.0,0.0,0.0
Consumer,Office Supplies,Paper,Central,186.048,6.0,0.2,67.4424
Corporate,Office Supplies,Supplies,Central,22.24,2.0,0.2,2.502
Consumer,Office Supplies,Storage,West,87.92,4.0,0.0,0.8792
Home Office,Office Supplies,Supplies,Central,5.552,2.0,0.2,-1.041
Consumer,Office Supplies,Binders,Central,42.81,3.0,0.0,20.1207
Corporate,Office Supplies,Paper,East,141.76,4.0,0.0,66.6272
Consumer,Office Supplies,Binders,East,456.588,2.0,0.7,-304.392
Consumer,Technology,Phones,Central,104.85,3.0,0.0,28.3095
Corporate,Furniture,Bookcases,West,424.9575,5.0,0.15,19.998
Corporate,Office Supplies,Binders,West,10.776,3.0,0.2,3.5022
Corporate,Office Supplies,Binders,West,11.784,3.0,0.2,4.2717
Corporate,Office Supplies,Paper,West,164.88,3.0,0.0,80.7912
Corporate,Furniture,Bookcases,West,1292.94,3.0,0.0,77.5764
Consumer,Office Supplies,Art,West,30.48,3.0,0.0,7.9248
Corporate,Furniture,Chairs,West,436.704,6.0,0.2,-38.2116
Home Office,Office Supplies,Appliances,West,40.74,3.0,0.0,12.222
Consumer,Office Supplies,Binders,West,8.32,5.0,0.2,2.808
Consumer,Furniture,Tables,East,136.53,1.0,0.4,-52.3365
Consumer,Office Supplies,Binders,Central,1.72,1.0,0.8,-2.838
Corporate,Furniture,Furnishings,South,17.088,2.0,0.2,1.068
Home Office,Office Supplies,Appliances,West,7.78,2.0,0.0,2.0228
Corporate,Furniture,Chairs,East,239.84,8.0,0.0,64.7568
Consumer,Furniture,Tables,South,370.62,3.0,0.4,-142.071
Consumer,Office Supplies,Binders,South,2.742,2.0,0.7,-2.0108
Consumer,Technology,Accessories,Central,79.512,3.0,0.2,20.8719
Consumer,Office Supplies,Paper,Central,28.352,1.0,0.2,9.5688
Corporate,Furniture,Chairs,West,97.568,2.0,0.2,-6.098
Corporate,Office Supplies,Binders,East,590.352,6.0,0.2,206.6232
Corporate,Office Supplies,Appliances,Central,20.388,2.0,0.8,-53.0088
Corporate,Office Supplies,Paper,East,37.94,2.0,0.0,18.2112
Corporate,Office Supplies,Paper,East,26.2,2.0,0.0,12.838
Corporate,Office Supplies,Storage,East,1325.85,5.0,0.0,238.653
Consumer,Office Supplies,Paper,West,166.44,3.0,0.0,79.8912
Consumer,Office Supplies,Art,South,8.76,5.0,0.2,0.7665
Consumer,Furniture,Furnishings,Central,141.42,5.0,0.6,-187.3815
Consumer,Office Supplies,Binders,West,11.088,7.0,0.7,-8.1312
Consumer,Office Supplies,Binders,West,25.164,2.0,0.7,-16.776
Home Office,Office Supplies,Binders,Central,14.4,5.0,0.0,7.056
Home Office,Technology,Accessories,Central,619.95,5.0,0.0,111.591
Home Office,Office Supplies,Binders,Central,89.52,4.0,0.0,42.0744
Corporate,Technology,Phones,West,1039.728,2.0,0.2,90.9762
Home Office,Technology,Phones,Central,164.99,1.0,0.0,49.497
Consumer,Office Supplies,Binders,West,312.552,9.0,0.2,101.5794
Corporate,Office Supplies,Art,East,37.2,5.0,0.0,9.3
Home Office,Furniture,Furnishings,West,19.54,2.0,0.0,7.2298
Consumer,Office Supplies,Binders,Central,3.98,5.0,0.8,-6.567
Consumer,Office Supplies,Storage,East,195.64,4.0,0.0,3.9128
Consumer,Office Supplies,Supplies,East,769.184,4.0,0.2,-163.4516
Corporate,Technology,Accessories,West,45.0,3.0,0.0,4.95
Consumer,Office Supplies,Paper,West,15.48,3.0,0.2,5.6115
Consumer,Technology,Phones,West,108.576,3.0,0.2,8.1432
Consumer,Office Supplies,Paper,East,3.38,1.0,0.0,1.5548
Consumer,Furniture,Furnishings,South,15.384,1.0,0.2,4.0383
Consumer,Office Supplies,Paper,East,30.352,2.0,0.2,10.6232
Consumer,Technology,Accessories,West,435.84,12.0,0.0,130.752
Home Office,Technology,Machines,South,22638.48,6.0,0.5,-1811.0784
Home Office,Office Supplies,Paper,South,21.376,4.0,0.2,7.4816
Home Office,Office Supplies,Art,South,8.016,3.0,0.2,1.002
Home Office,Furniture,Furnishings,South,30.768,2.0,0.2,8.0766
Home Office,Office Supplies,Binders,Central,8.608,8.0,0.8,-13.3424
Corporate,Office Supplies,Art,South,56.3,2.0,0.0,15.764
Consumer,Office Supplies,Paper,East,116.28,3.0,0.0,56.9772
Consumer,Technology,Accessories,East,132.6,6.0,0.0,17.238
Home Office,Office Supplies,Supplies,West,16.68,2.0,0.0,4.3368
Home Office,Office Supplies,Paper,West,19.44,3.0,0.0,9.3312
Home Office,Office Supplies,Paper,West,192.16,4.0,0.0,92.2368
Home Office,Technology,Phones,Central,369.544,7.0,0.2,27.7158
Consumer,Technology,Machines,West,1919.976,3.0,0.2,215.9973
Consumer,Office Supplies,Binders,South,12.828,2.0,0.7,-8.9796
Corporate,Furniture,Furnishings,East,45.888,4.0,0.2,9.1776
Consumer,Office Supplies,Art,East,60.12,9.0,0.0,22.2444
Consumer,Technology,Phones,South,302.376,3.0,0.2,37.797
Consumer,Technology,Phones,West,438.368,4.0,0.2,38.3572
Home Office,Office Supplies,Storage,Central,67.536,9.0,0.2,6.7536
Home Office,Technology,Accessories,South,71.98,2.0,0.0,15.1158
Consumer,Technology,Phones,East,377.97,3.0,0.0,109.6113
Consumer,Office Supplies,Binders,South,64.2,5.0,0.7,-42.8
Consumer,Furniture,Furnishings,Central,23.976,3.0,0.6,-14.3856
Home Office,Technology,Phones,West,203.976,3.0,0.2,25.497
Home Office,Office Supplies,Labels,South,9.216,4.0,0.2,3.3408
Consumer,Office Supplies,Storage,South,85.96,7.0,0.0,24.0688
Consumer,Office Supplies,Labels,West,14.45,5.0,0.0,6.7915
Consumer,Office Supplies,Binders,West,95.648,2.0,0.2,31.0856
Corporate,Office Supplies,Appliances,East,77.58,9.0,0.0,20.1708
Consumer,Technology,Accessories,Central,24.032,2.0,0.2,-0.6008
Consumer,Office Supplies,Binders,East,1.641,1.0,0.7,-1.3128
Consumer,Office Supplies,Binders,East,15.528,3.0,0.2,5.823
Consumer,Office Supplies,Art,West,6.63,3.0,0.0,1.7901
Consumer,Furniture,Bookcases,South,231.92,5.0,0.2,5.798
Consumer,Furniture,Furnishings,West,107.53,1.0,0.0,21.506
Corporate,Office Supplies,Binders,West,29.8,5.0,0.2,9.3125
Consumer,Office Supplies,Art,East,5.58,1.0,0.0,2.1762
Consumer,Office Supplies,Paper,West,49.12,4.0,0.0,23.0864
Consumer,Technology,Phones,East,377.97,3.0,0.0,94.4925
Corporate,Office Supplies,Art,West,2.912,2.0,0.2,0.91
Consumer,Furniture,Tables,Central,102.438,1.0,0.3,-13.1706
Consumer,Technology,Phones,East,89.98,2.0,0.0,43.1904
Corporate,Office Supplies,Supplies,South,477.24,4.0,0.0,9.5448
Home Office,Technology,Accessories,Central,27.96,5.0,0.2,8.388
Consumer,Office Supplies,Envelopes,East,46.72,5.0,0.2,17.52
Home Office,Technology,Accessories,East,21.728,4.0,0.2,3.8024
Home Office,Furniture,Furnishings,East,26.72,1.0,0.0,11.7568
Consumer,Office Supplies,Supplies,West,35.06,2.0,0.0,10.518
Consumer,Office Supplies,Storage,South,111.672,9.0,0.2,6.9795
Home Office,Furniture,Furnishings,Central,40.56,2.0,0.0,12.9792
Corporate,Office Supplies,Appliances,West,186.15,3.0,0.0,55.845
Consumer,Office Supplies,Binders,South,8.226,3.0,0.7,-6.0324
Consumer,Office Supplies,Binders,South,5.8,1.0,0.0,2.61
Consumer,Office Supplies,Storage,West,423.28,11.0,0.0,110.0528
Home Office,Furniture,Chairs,East,605.88,6.0,0.0,151.47
Corporate,Furniture,Chairs,West,340.704,6.0,0.2,-34.0704
Consumer,Technology,Accessories,West,323.37,3.0,0.0,129.348
Corporate,Office Supplies,Storage,South,16.272,1.0,0.2,-3.8646
Consumer,Office Supplies,Appliances,West,1447.65,5.0,0.0,419.8185
Consumer,Office Supplies,Paper,West,11.96,2.0,0.0,5.8604
Consumer,Furniture,Bookcases,Central,405.86,7.0,0.0,32.4688
Home Office,Furniture,Furnishings,South,76.92,4.0,0.0,31.5372
Home Office,Office Supplies,Storage,South,481.32,4.0,0.0,125.1432
Home Office,Office Supplies,Paper,West,48.4,5.0,0.0,23.232
Corporate,Office Supplies,Binders,East,5.4,3.0,0.0,2.592
Corporate,Furniture,Furnishings,West,27.92,4.0,0.0,8.0968
Home Office,Office Supplies,Binders,East,10.332,3.0,0.7,-7.5768
Corporate,Technology,Phones,East,464.0,5.0,0.0,134.56
Home Office,Office Supplies,Storage,East,284.08,10.0,0.2,24.857
Corporate,Furniture,Bookcases,East,287.976,3.0,0.2,7.1994
Consumer,Office Supplies,Appliances,East,1924.16,8.0,0.2,312.676
Home Office,Office Supplies,Binders,West,67.136,4.0,0.2,25.176
Consumer,Technology,Accessories,Central,50.12,7.0,0.2,-0.6265
Consumer,Technology,Accessories,Central,47.976,3.0,0.2,1.7991
Consumer,Office Supplies,Storage,Central,54.5,5.0,0.0,14.17
Home Office,Technology,Accessories,Central,637.44,8.0,0.2,135.456
Consumer,Office Supplies,Binders,Central,49.44,3.0,0.0,24.2256
Corporate,Technology,Phones,West,222.384,2.0,0.2,22.2384
Consumer,Office Supplies,Storage,West,154.44,3.0,0.0,1.5444
Corporate,Office Supplies,Appliances,West,60.984,7.0,0.2,4.5738
Consumer,Furniture,Bookcases,West,195.466,2.0,0.15,-13.7976
Corporate,Furniture,Furnishings,South,23.68,8.0,0.2,6.216
Corporate,Office Supplies,Storage,South,26.16,3.0,0.2,1.962
Consumer,Office Supplies,Labels,East,59.2,4.0,0.0,29.6
Home Office,Office Supplies,Storage,Central,795.51,3.0,0.0,143.1918
Corporate,Technology,Accessories,West,27.6,4.0,0.0,2.208
Corporate,Technology,Phones,East,23.988,2.0,0.4,-15.992
Corporate,Technology,Phones,East,23.976,4.0,0.4,-15.5844
Home Office,Office Supplies,Art,Central,5.248,2.0,0.2,0.5904
Home Office,Technology,Phones,East,210.564,6.0,0.4,-52.641
Corporate,Furniture,Tables,West,273.568,2.0,0.2,10.2588
Corporate,Office Supplies,Art,Central,16.464,7.0,0.2,1.4406
Corporate,Furniture,Furnishings,Central,39.96,5.0,0.6,-23.976
Consumer,Office Supplies,Binders,Central,29.7,5.0,0.0,13.365
Home Office,Office Supplies,Art,East,37.312,4.0,0.2,2.7984
Corporate,Office Supplies,Paper,Central,6.48,1.0,0.0,3.1104
Corporate,Technology,Phones,West,1075.088,14.0,0.2,94.0702
Consumer,Furniture,Chairs,Central,520.464,2.0,0.3,-14.8704
Corporate,Technology,Accessories,Central,30.08,2.0,0.2,-5.264
Corporate,Furniture,Bookcases,West,308.499,3.0,0.15,-18.147
Consumer,Office Supplies,Binders,Central,9892.74,13.0,0.0,4946.37
Consumer,Office Supplies,Binders,West,32.34,10.0,0.7,-23.716
Consumer,Office Supplies,Binders,South,145.85,5.0,0.0,70.008
Corporate,Technology,Phones,South,783.96,5.0,0.2,78.396
Consumer,Office Supplies,Binders,Central,4.752,4.0,0.8,-8.316
Consumer,Furniture,Furnishings,West,41.37,3.0,0.0,17.3754
Consumer,Office Supplies,Labels,East,75.18,6.0,0.0,35.3346
Corporate,Furniture,Furnishings,Central,9.68,2.0,0.0,3.7752
Consumer,Furniture,Chairs,East,398.972,2.0,0.3,-28.498
Corporate,Furniture,Chairs,West,1159.056,9.0,0.2,43.4646
Consumer,Office Supplies,Paper,West,12.96,2.0,0.0,6.2208
Consumer,Office Supplies,Paper,Central,26.72,5.0,0.2,9.352
Corporate,Office Supplies,Paper,West,19.608,3.0,0.2,6.6177
Consumer,Office Supplies,Labels,Central,11.52,5.0,0.2,4.176
Corporate,Office Supplies,Art,East,86.352,3.0,0.2,5.397
Corporate,Furniture,Chairs,Central,657.93,5.0,0.3,-93.99
Corporate,Technology,Phones,East,340.182,3.0,0.4,-73.7061
Home Office,Furniture,Tables,Central,653.55,3.0,0.0,111.1035
Home Office,Office Supplies,Binders,East,114.6,5.0,0.0,51.57
Home Office,Furniture,Chairs,East,60.74,1.0,0.0,15.185
Consumer,Technology,Machines,West,4476.8,4.0,0.2,503.64
Home Office,Office Supplies,Storage,East,1088.76,6.0,0.0,315.7404
Corporate,Office Supplies,Paper,Central,177.2,5.0,0.0,83.284
Consumer,Furniture,Tables,West,298.776,3.0,0.2,7.4694
Consumer,Technology,Phones,West,302.376,3.0,0.2,22.6782
Consumer,Office Supplies,Art,Central,8.928,2.0,0.2,0.558
Corporate,Technology,Accessories,East,255.968,4.0,0.2,-28.7964
Home Office,Office Supplies,Paper,Central,33.792,8.0,0.2,10.56
Corporate,Office Supplies,Paper,West,34.08,6.0,0.0,15.336
Corporate,Furniture,Furnishings,East,41.568,4.0,0.2,-4.1568
Home Office,Office Supplies,Envelopes,Central,3.264,2.0,0.2,1.1016
Consumer,Office Supplies,Paper,East,108.336,6.0,0.2,37.9176
Consumer,Office Supplies,Storage,East,55.92,5.0,0.2,6.291
Consumer,Office Supplies,Paper,East,78.304,2.0,0.2,29.364
Consumer,Office Supplies,Storage,West,443.92,5.0,0.2,-94.333
Consumer,Office Supplies,Art,West,5.76,2.0,0.0,1.6704
Corporate,Office Supplies,Art,South,15.47,7.0,0.0,4.1769
Corporate,Office Supplies,Binders,South,7.16,2.0,0.0,3.4368
Consumer,Office Supplies,Appliances,West,10.89,1.0,0.0,2.8314
Home Office,Office Supplies,Supplies,South,28.048,2.0,0.2,3.506
Consumer,Office Supplies,Binders,West,121.6,5.0,0.2,39.52
Consumer,Technology,Machines,South,695.7,2.0,0.5,-27.828
Corporate,Office Supplies,Storage,East,120.33,1.0,0.0,31.2858
Consumer,Furniture,Furnishings,West,40.48,2.0,0.0,14.5728
Consumer,Office Supplies,Paper,South,229.544,7.0,0.2,83.2097
Consumer,Office Supplies,Storage,Central,143.728,2.0,0.2,-32.3388
Corporate,Furniture,Chairs,East,261.96,2.0,0.0,23.5764
Corporate,Furniture,Chairs,Central,845.488,8.0,0.3,-12.0784
Consumer,Office Supplies,Art,East,50.94,3.0,0.0,14.2632
Home Office,Office Supplies,Binders,Central,762.594,3.0,0.8,-1143.891
Consumer,Technology,Accessories,West,101.34,3.0,0.0,8.1072
Corporate,Office Supplies,Binders,South,2690.97,3.0,0.0,1264.7559
Corporate,Office Supplies,Binders,South,7.434,6.0,0.7,-5.6994
Consumer,Furniture,Chairs,East,145.764,2.0,0.1,3.2392
Home Office,Office Supplies,Paper,Central,28.16,4.0,0.0,13.2352
Consumer,Furniture,Furnishings,East,14.98,1.0,0.0,6.8908
Consumer,Office Supplies,Binders,East,6.258,2.0,0.7,-5.215
Corporate,Office Supplies,Paper,Central,15.552,3.0,0.2,5.4432
Consumer,Office Supplies,Labels,Central,5.04,2.0,0.2,1.764
Corporate,Furniture,Chairs,West,1603.136,4.0,0.2,100.196
Consumer,Office Supplies,Binders,East,3.328,2.0,0.2,1.2064
Corporate,Office Supplies,Storage,Central,14.16,1.0,0.2,1.062
Corporate,Furniture,Chairs,South,500.24,13.0,0.0,145.0696
Consumer,Furniture,Bookcases,South,1628.82,9.0,0.0,374.6286
Consumer,Office Supplies,Binders,East,25.32,5.0,0.2,9.1785
Corporate,Furniture,Bookcases,West,72.588,2.0,0.7,-128.2388
Consumer,Office Supplies,Storage,West,31.44,3.0,0.0,8.4888
Consumer,Office Supplies,Appliances,West,83.79,7.0,0.0,22.6233
Corporate,Office Supplies,Envelopes,West,8.784,1.0,0.2,3.1842
Consumer,Office Supplies,Supplies,West,31.92,4.0,0.0,9.2568
Consumer,Office Supplies,Art,West,16.464,7.0,0.2,1.8522
Home Office,Office Supplies,Paper,Central,419.4,5.0,0.2,146.79
Consumer,Technology,Phones,East,1349.91,9.0,0.0,661.4559
Corporate,Office Supplies,Envelopes,Central,57.96,7.0,0.0,27.2412
Corporate,Furniture,Chairs,West,314.352,3.0,0.2,-35.3646
Consumer,Office Supplies,Art,West,4.26,1.0,0.0,1.7466
Consumer,Office Supplies,Storage,West,811.28,8.0,0.0,24.3384
Consumer,Office Supplies,Fasteners,East,6.03,3.0,0.0,2.9547
Corporate,Furniture,Furnishings,East,135.8,7.0,0.0,66.542
Consumer,Furniture,Chairs,West,1013.488,7.0,0.2,76.0116
Home Office,Office Supplies,Envelopes,East,52.34,2.0,0.0,24.5998
Home Office,Office Supplies,Art,East,4.66,2.0,0.0,1.3514
Home Office,Technology,Accessories,East,254.97,3.0,0.0,91.7892
Consumer,Technology,Accessories,Central,65.44,5.0,0.2,-8.18
Home Office,Office Supplies,Fasteners,South,30.0,6.0,0.0,14.4
Consumer,Office Supplies,Binders,Central,8.85,5.0,0.8,-13.7175
Home Office,Office Supplies,Paper,Central,16.032,3.0,0.2,5.6112
Consumer,Office Supplies,Binders,West,17.456,2.0,0.2,5.8914
Corporate,Office Supplies,Paper,West,12.96,2.0,0.0,6.3504
Consumer,Office Supplies,Art,West,6.63,3.0,0.0,1.7901
Consumer,Office Supplies,Paper,West,12.96,2.0,0.0,6.2208
Consumer,Office Supplies,Paper,West,32.4,5.0,0.0,15.552
Consumer,Furniture,Bookcases,East,801.568,2.0,0.2,-10.0196
Corporate,Furniture,Bookcases,West,1194.165,5.0,0.15,210.735
Consumer,Office Supplies,Binders,South,17.94,3.0,0.0,8.6112
Corporate,Office Supplies,Binders,West,70.464,6.0,0.2,22.9008
Corporate,Office Supplies,Paper,East,26.4,5.0,0.0,11.88
Corporate,Furniture,Furnishings,East,3.312,1.0,0.2,0.6624
Home Office,Furniture,Bookcases,West,1198.33,10.0,0.15,70.49
Consumer,Office Supplies,Art,East,49.65,5.0,0.0,20.853
Consumer,Office Supplies,Paper,South,42.208,2.0,0.2,13.7176
Consumer,Furniture,Chairs,Central,408.422,2.0,0.3,-5.8346
Home Office,Office Supplies,Envelopes,East,63.968,2.0,0.2,19.99
Consumer,Office Supplies,Labels,East,12.6,4.0,0.0,6.048
Home Office,Office Supplies,Paper,South,184.66,7.0,0.0,84.9436
Consumer,Office Supplies,Paper,Central,23.12,5.0,0.2,8.381
Corporate,Office Supplies,Paper,Central,37.464,7.0,0.2,12.1758
Home Office,Technology,Accessories,South,191.976,3.0,0.2,38.3952
Home Office,Office Supplies,Storage,West,310.12,2.0,0.0,80.6312
Consumer,Office Supplies,Paper,West,13.38,2.0,0.0,6.1548
Consumer,Furniture,Chairs,West,161.568,2.0,0.2,-28.2744
Home Office,Furniture,Tables,West,674.352,3.0,0.2,-8.4294
Consumer,Office Supplies,Fasteners,West,11.22,3.0,0.0,0.2244
Consumer,Office Supplies,Appliances,South,387.136,4.0,0.2,24.196
Consumer,Office Supplies,Paper,Central,3.984,1.0,0.2,1.4442
Corporate,Office Supplies,Paper,East,51.84,8.0,0.0,24.8832
Consumer,Office Supplies,Binders,East,39.552,3.0,0.2,14.3376
Consumer,Office Supplies,Storage,East,14.9,5.0,0.0,1.043
Corporate,Technology,Phones,West,107.88,3.0,0.2,10.788
Consumer,Technology,Phones,Central,263.96,4.0,0.0,71.2692
Consumer,Office Supplies,Art,Central,5.952,1.0,0.2,0.372
Consumer,Furniture,Furnishings,West,12.42,3.0,0.0,4.4712
Corporate,Furniture,Furnishings,East,14.368,2.0,0.2,3.9512
Corporate,Office Supplies,Appliances,West,168.1,5.0,0.0,43.706
Home Office,Office Supplies,Art,West,2.224,1.0,0.2,0.556
Consumer,Office Supplies,Appliances,Central,67.84,5.0,0.8,-179.776
Corporate,Office Supplies,Fasteners,Central,6.08,1.0,0.0,3.04
Corporate,Office Supplies,Art,West,23.32,2.0,0.0,6.0632
Corporate,Technology,Accessories,West,111.96,4.0,0.0,21.2724
Consumer,Furniture,Furnishings,South,18.84,3.0,0.0,7.9128
Consumer,Office Supplies,Art,Central,8.64,3.0,0.0,2.5056
Consumer,Office Supplies,Art,Central,8.64,3.0,0.0,2.5056
Consumer,Office Supplies,Appliances,West,151.62,7.0,0.0,50.0346
Consumer,Office Supplies,Binders,West,6.608,2.0,0.2,2.2302
Consumer,Technology,Accessories,South,72.6,5.0,0.2,-8.1675
Consumer,Office Supplies,Storage,East,69.52,2.0,0.0,17.38
Corporate,Technology,Phones,West,258.576,2.0,0.2,19.3932
Corporate,Office Supplies,Storage,West,541.24,4.0,0.0,5.4124
Consumer,Office Supplies,Art,West,14.88,2.0,0.0,3.72
Consumer,Office Supplies,Binders,West,47.208,7.0,0.2,15.3426
Corporate,Furniture,Chairs,East,291.1,5.0,0.0,75.686
Consumer,Office Supplies,Paper,West,189.7,5.0,0.0,89.159
Consumer,Technology,Phones,East,90.48,2.0,0.0,23.5248
Corporate,Furniture,Chairs,Central,90.99,1.0,0.0,14.5584
Home Office,Office Supplies,Storage,East,222.32,7.0,0.2,25.011
