carat,cut,color,clarity,depth,table,price,x,y,z
1.04,Premium,F,VVS2,59.2,58,8722,6.68,6.66,3.95
1.62,Ideal,J,SI1,62.4,53.2,8075,7.47,7.51,4.68
0.3,Ideal,E,VS1,60.5,55,775,4.35,4.38,2.64
0.23,Very Good,F,IF,59.5,58,530,4,4.03,2.39
0.31,Ideal,D,SI1,62.1,56,571,4.33,4.37,2.7
0.31,Very Good,D,SI1,60.2,56,571,4.37,4.4,2.64
0.32,Ideal,D,VVS1,61.9,56,1067,4.36,4.39,2.71
2.11,Premium,D,SI2,60.9,60,18575,8.28,8.21,5.02
0.7,Good,I,VS2,57.5,62,2268,5.81,5.78,3.33
0.57,Very Good,G,VS2,63.3,56,1641,5.3,5.25,3.34
0.6,Good,G,VS1,60.1,61,1757,5.44,5.5,3.29
1.01,Good,D,SI1,58.3,59,5747,6.59,6.61,3.85
0.59,Very Good,G,VS1,57.4,63,1915,5.54,5.58,3.19
0.34,Ideal,G,IF,61.6,54,974,4.49,4.53,2.78
2.01,Good,H,SI2,63.7,59,12423,7.89,7.84,5.01
0.31,Ideal,D,SI1,61.5,56,571,4.33,4.35,2.67
1.06,Ideal,G,VS2,61.6,56,6728,6.53,6.59,4.04
0.45,Very Good,E,VS2,61.8,58,1129,4.9,4.94,3.04
0.75,Premium,F,SI2,62.2,58,2501,5.87,5.8,3.57
0.61,Ideal,G,VS2,61.6,55,2286,5.46,5.48,3.37
1.61,Ideal,I,SI1,62.4,55,10236,7.49,7.52,4.68
0.96,Good,H,SI2,56.7,62,3611,6.51,6.39,3.66
1.52,Premium,G,VS2,60.9,61,12738,7.41,7.38,4.5
1.3,Fair,E,I1,66.5,58,2571,6.79,6.75,4.5
1.27,Ideal,H,SI1,60.1,58,6858,7.02,7.05,4.23
1.7,Very Good,G,VS1,63.5,56,15102,7.64,7.53,4.82
1.33,Ideal,H,SI2,62.7,57,6480,7.05,6.98,4.4
1.2,Very Good,H,SI1,62.9,56,6019,6.74,6.8,4.26
0.34,Premium,F,VS2,58.1,61,645,4.6,4.55,2.66
0.3,Very Good,F,VVS1,58.1,61,858,4.39,4.42,2.56
1.51,Good,H,VS2,64.2,58.5,10763,7.16,7.22,4.62
0.71,Premium,H,VS1,62.9,57,2572,5.72,5.67,3.58
1.52,Premium,I,SI1,60.5,60,8852,7.48,7.4,4.5
1,Good,J,SI1,58.7,62,3614,6.47,6.51,3.81
0.39,Ideal,G,VVS2,61.9,56,902,4.68,4.7,2.9
0.33,Ideal,E,VS2,60.6,55,723,4.48,4.5,2.72
0.41,Ideal,D,VS2,61.6,55,1007,4.74,4.77,2.93
0.3,Very Good,J,VS1,63.4,57,506,4.26,4.23,2.69
1.66,Ideal,H,VS1,62,55,15210,7.61,7.67,4.74
1.21,Good,F,VS2,63.7,58,7911,6.67,6.71,4.26
1.06,Ideal,G,VS1,61.6,56,7594,6.53,6.57,4.04
0.5,Very Good,E,VVS2,60.9,59,2003,5.07,5.11,3.1
0.7,Ideal,E,SI1,62.3,56,2575,5.68,5.72,3.55
0.34,Ideal,H,VS1,62.7,55,765,4.51,4.48,2.82
0.31,Very Good,F,VS2,63.5,55,749,4.32,4.31,2.74
0.31,Ideal,H,VS2,61.4,56,507,4.38,4.42,2.7
0.7,Good,H,VS2,64.2,58,2330,5.58,5.61,3.59
0.9,Premium,J,VVS1,62,58,3617,6.19,6.11,3.81
0.51,Good,F,VS2,63.1,59,1444,5.04,5.1,3.2
1.25,Very Good,I,SI1,58.9,58,5500,7.04,7.08,4.16
1.53,Premium,I,SI1,60.8,59,8911,7.54,7.49,4.57
0.7,Premium,F,VS2,62.6,61,2717,5.66,5.61,3.53
0.41,Very Good,G,SI1,63.4,57,861,4.73,4.7,2.99
0.57,Ideal,E,VS2,61.7,56,1949,5.36,5.34,3.3
1.5,Very Good,G,SI1,62.2,58,9515,7.21,7.28,4.51
0.71,Premium,D,VVS2,60,58,3618,5.92,5.84,3.53
0.32,Very Good,H,VS1,58.9,63,624,4.46,4.4,2.61
0.7,Fair,I,SI1,65,56,1720,5.6,5.5,3.61
0.3,Ideal,F,VVS1,61.7,56,857,4.33,4.35,2.68
0.36,Ideal,D,VVS2,61,56,1126,4.57,4.61,2.8
1.27,Ideal,E,VS1,61.8,57,11840,6.94,6.98,4.3
0.74,Very Good,E,SI2,63.3,59,1632,5.82,5.78,3.67
0.41,Ideal,F,VS2,62.8,57,1107,4.76,4.73,2.98
1.01,Good,G,SI2,63.8,56,3620,6.32,6.22,4
0.77,Premium,G,SI1,62.6,58,2528,5.85,5.88,3.67
1,Premium,D,VS2,60.8,61,6776,6.41,6.39,3.89
0.71,Very Good,F,SI1,62.4,59,2590,5.64,5.7,3.54
0.93,Premium,F,SI2,59.5,60,3620,6.39,6.36,3.79
0.73,Ideal,E,VS1,61.2,57,3620,5.85,5.8,3.57
0.56,Ideal,D,VS2,62.1,57,2066,5.28,5.25,3.27
0.3,Very Good,J,SI1,63.4,54,450,4.29,4.23,2.7
2.36,Ideal,H,SI2,62.2,55,17569,8.51,8.56,5.3
0.38,Very Good,D,VS2,63.4,55,1117,4.67,4.63,2.95
0.42,Good,E,SI1,63.6,61,945,4.73,4.7,3
0.36,Ideal,J,VS2,61.5,55,459,4.6,4.63,2.84
0.72,Ideal,D,VS1,62.3,54,3622,5.74,5.79,3.59
0.42,Very Good,H,VVS2,62.4,55,921,4.78,4.81,2.99
1.01,Very Good,D,SI1,63.2,58,5654,6.28,6.34,3.99
0.31,Premium,D,VVS2,61.7,58,988,4.39,4.33,2.69
0.7,Very Good,E,IF,63.4,58,3622,5.64,5.59,3.56
0.52,Ideal,G,SI2,61.1,56,1100,5.19,5.22,3.18
0.54,Ideal,F,VVS2,61.2,55,2333,5.27,5.25,3.22
0.33,Premium,G,VS1,60.8,59,666,4.43,4.45,2.7
0.32,Ideal,G,VS1,61.2,56,828,4.44,4.42,2.71
0.81,Ideal,F,VS2,61.9,55,3624,6,5.95,3.7
0.81,Ideal,F,VS2,61.8,55,3624,5.96,5.92,3.67
1.28,Premium,G,VS2,61.6,58,8874,7.02,6.98,4.31
1.01,Premium,D,VS1,61.1,61,7785,6.46,6.4,3.93
0.61,Ideal,D,VVS1,62.3,54,3625,5.4,5.45,3.38
0.9,Premium,E,SI1,60.7,61,3625,6.19,6.17,3.75
0.52,Ideal,H,SI1,61,56,1223,5.2,5.23,3.18
0.33,Ideal,G,VVS2,62.7,55,965,4.46,4.41,2.78
2.54,Ideal,G,SI2,62.5,55,14421,8.75,8.69,5.45
1,Premium,H,VS2,61.3,61,5096,6.44,6.38,3.93
0.3,Very Good,H,VVS1,63.4,55,878,4.3,4.28,2.72
0.25,Very Good,F,VVS2,61.6,57,633,4.05,4.07,2.5
0.53,Ideal,H,IF,61.4,55,2059,5.21,5.24,3.21
0.79,Premium,E,VS2,62.1,59,3628,5.9,5.86,3.65
1.21,Ideal,F,VS1,59.7,57,9335,6.94,6.92,4.14
0.3,Very Good,G,VVS1,62.8,55,635,4.28,4.31,2.7
0.37,Premium,D,VVS2,60.7,59,1038,4.66,4.63,2.82
0.4,Ideal,G,VVS2,61.1,57,915,4.72,4.78,2.9
0.9,Fair,G,SI1,64.5,57,3629,6.07,6.03,3.9
0.53,Premium,D,VS2,59.9,58,1825,5.29,5.26,3.16
0.33,Ideal,G,SI2,60.2,57,594,4.5,4.47,2.7
0.9,Premium,H,SI1,61.9,58,3629,6.2,6.15,3.82
0.9,Premium,H,VS2,60,59,3629,6.23,6.16,3.72
0.7,Good,F,SI1,57.7,65,2167,5.78,5.72,3.32
1.7,Ideal,G,VS1,62.9,57,13605,7.59,7.52,4.75
0.32,Very Good,H,VS2,60.7,61,505,4.39,4.41,2.67
0.8,Ideal,E,SI1,61.7,56,3630,5.99,6.04,3.71
1.04,Very Good,G,VVS1,58.2,60,6766,6.66,6.71,3.89
2.2,Premium,J,VS1,61.7,59,15064,8.3,8.34,5.13
1.5,Premium,J,SI1,61.2,61,7518,7.43,7.37,4.53
0.5,Fair,G,SI2,65.6,56,1035,4.99,4.92,3.25
0.74,Ideal,E,VVS2,61.9,57,3633,5.79,5.81,3.59
1,Good,F,IF,60.7,64,9660,6.42,6.4,3.89
0.31,Ideal,E,VVS1,61,57,924,4.33,4.36,2.65
0.37,Premium,E,VS2,63,58,1041,4.58,4.53,2.87
1.02,Good,F,SI2,64.2,61,3633,6.3,6.21,4.02
1.64,Ideal,I,VS2,62.5,56,10562,7.58,7.52,4.72
1,Premium,D,SI2,62,60,3634,6.38,6.3,3.93
0.61,Ideal,J,VS1,61.1,56,1569,5.44,5.49,3.33
1,Good,D,SI2,64,59,3634,6.29,6.24,4.01
0.23,Ideal,G,VVS1,61.5,57,536,3.94,3.97,2.43
0.52,Good,E,SI2,63.7,56,1120,5.12,5.15,3.27
1.09,Ideal,F,SI1,61.4,56,6872,6.63,6.66,4.08
1.03,Premium,J,SI2,62.8,58,3634,6.48,6.41,4.05
0.33,Ideal,G,VVS1,61.7,54,838,4.46,4.49,2.76
1.03,Ideal,F,I1,61,56,3634,6.58,6.52,3.99
0.51,Good,E,SI1,63.9,56,1443,5.11,5.07,3.25
0.39,Ideal,F,SI1,60.1,58,697,4.74,4.78,2.86
1.23,Ideal,F,SI2,62.3,58,5894,6.8,6.84,4.25
0.72,Premium,G,VVS2,61.6,58,2720,5.78,5.81,3.57
0.63,Ideal,D,SI1,62,56,2313,5.5,5.47,3.4
0.91,Very Good,E,SI2,60.3,59,3638,6.28,6.25,3.78
0.3,Premium,G,IF,61.6,60,956,4.32,4.29,2.65
0.91,Premium,E,SI2,61.1,59,3639,6.24,6.2,3.8
0.53,Ideal,F,SI1,61.9,55,1639,5.19,5.21,3.22
0.79,Good,I,SI1,63.9,55,2095,5.85,5.8,3.72
0.26,Good,H,VVS2,63.3,58,468,4.04,4.08,2.57
0.31,Very Good,G,VS1,63,57,625,4.28,4.32,2.71
1.22,Premium,I,VS1,60.6,61,6354,6.94,6.88,4.19
1,Fair,H,SI2,65.1,58,3640,6.27,6.15,4.05
0.3,Ideal,G,VVS1,62.3,54,1013,4.33,4.31,2.69
1,Good,H,SI2,64.1,61,3640,6.36,6.27,4.05
0.3,Very Good,D,VS2,62.8,57,710,4.25,4.29,2.68
2.22,Premium,I,VS2,60.5,59,14662,8.41,8.37,5.08
1.28,Very Good,E,SI1,59.8,59.1,7927,6.99,7.05,4.21
1,Very Good,I,SI1,63.3,54,3640,6.39,6.34,4.03
0.64,Very Good,D,SI1,63.7,54,1910,5.47,5.52,3.5
1,Premium,G,SI2,63,56,3640,6.37,6.33,4
1,Very Good,G,VVS2,63,54,8138,6.37,6.43,4.03
0.41,Premium,D,SI1,59.6,59,1015,4.85,4.82,2.88
0.78,Very Good,H,SI2,62.9,55,2125,5.83,5.87,3.68
1.01,Premium,G,VVS2,62.4,59,7466,6.37,6.32,3.96
0.82,Premium,E,SI2,60,56,2329,6.11,6.08,3.66
2.03,Ideal,H,SI2,61.8,56,15143,8.1,8.15,5.02
0.5,Premium,F,SI1,62.7,61,1286,5.07,5.01,3.16
0.77,Very Good,D,VS1,62.4,58,3643,5.82,5.87,3.65
0.55,Ideal,E,VS2,62,55,1596,5.24,5.28,3.26
0.5,Ideal,F,VVS2,62,55,2052,5.1,5.12,3.17
1.21,Premium,I,VS2,62.3,58,5962,6.82,6.79,4.24
0.9,Good,I,VS1,63.3,59,3644,6.06,6.1,3.85
0.54,Very Good,F,SI1,63.5,58,1944,5.21,5.15,3.29
0.61,Premium,F,SI1,62.4,59,1547,5.37,5.33,3.34
1.07,Very Good,H,VS1,62.5,56,6262,6.52,6.55,4.08
0.43,Ideal,D,VS2,61.8,56,1056,4.81,4.83,2.98
0.9,Ideal,D,SI1,61.6,55,5081,6.23,6.27,3.85
2.24,Ideal,I,SI2,61.7,58,16709,8.43,8.37,5.18
0.77,Premium,D,VS1,62.1,57,3644,5.85,5.8,3.62
1.16,Good,G,SI2,63.7,57,3644,6.59,6.56,4.19
0.33,Ideal,E,VVS1,61.3,56,1130,4.43,4.48,2.73
0.56,Very Good,G,SI1,61.8,55,1361,5.28,5.33,3.28
1.51,Ideal,D,SI1,61.9,57,11942,7.42,7.35,4.57
1,Very Good,G,VS1,63.2,58,6552,6.32,6.27,3.98
0.76,Ideal,H,VVS1,61.9,54,3648,5.87,5.9,3.64
0.3,Ideal,F,VS1,61.7,56,731,4.34,4.32,2.67
0.3,Premium,I,IF,60.5,59,631,4.32,4.34,2.62
1.53,Ideal,G,VS2,62.8,57,12907,7.48,7.43,4.63
0.76,Ideal,E,VS1,60.5,56,3649,5.94,5.99,3.61
0.92,Good,E,SI1,63.3,57,3649,6.17,6.22,3.92
0.3,Ideal,F,VS1,62.3,54,615,4.31,4.33,2.69
1.52,Very Good,J,VS2,63.1,61,7109,7.23,7.19,4.55
0.55,Premium,E,VS2,59.7,57,2112,5.39,5.36,3.21
0.92,Premium,G,SI2,62.9,58,3650,6.21,6.15,3.89
0.93,Very Good,J,VS1,63,53,3651,6.22,6.26,3.93
1.01,Very Good,F,VS2,63.3,56,5662,6.36,6.34,4.02
0.33,Ideal,G,VVS2,61.7,56,965,4.46,4.42,2.74
0.41,Ideal,F,VS1,62.1,56,1076,4.76,4.74,2.95
0.32,Ideal,D,VVS1,61.7,55,1067,4.41,4.44,2.73
0.34,Very Good,H,VVS1,62.9,57,775,4.44,4.47,2.8
0.72,Premium,I,SI1,60.8,58,1858,5.83,5.78,3.53
0.8,Ideal,F,VS2,62,55,3653,5.93,6,3.7
2.03,Very Good,I,SI2,62.2,54,14239,8.11,8.15,5.06
0.36,Ideal,E,VS2,61.7,55,742,4.57,4.6,2.83
1.03,Ideal,D,VS1,61.7,57,10607,6.45,6.48,3.99
1.11,Premium,D,I1,61.9,58,3655,6.66,6.63,4.11
0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
0.31,Ideal,E,SI1,62.4,57,544,4.31,4.34,2.7
0.61,Ideal,F,VS1,62.3,55,2366,5.46,5.49,3.41
0.31,Premium,F,VS2,62,60,802,4.34,4.3,2.68
1.02,Premium,G,VS1,61,58,6683,6.55,6.49,3.98
0.24,Ideal,E,VVS2,61.7,58,526,3.96,4.01,2.46
1.02,Good,H,SI2,64,57,3656,6.41,6.37,4.09
0.31,Very Good,I,VVS2,62.2,57,544,4.34,4.37,2.71
1.01,Premium,H,VS2,62.6,61,5050,6.33,6.29,3.95
0.96,Fair,H,VS2,68.8,56,3658,6.11,5.98,4.16
0.51,Premium,G,VS1,62.3,59,1781,5.12,5.06,3.17
1.1,Very Good,F,VVS1,62.2,59,10329,6.56,6.69,4.12
1.06,Ideal,E,VS2,61.9,55,7275,6.54,6.58,4.06
0.51,Ideal,I,SI1,61.9,54,1000,5.12,5.15,3.18
1.01,Ideal,D,SI1,62.1,56,5694,6.36,6.43,3.97
0.62,Very Good,D,VS1,63.4,55,2310,5.46,5.43,3.45
0.71,Very Good,G,VS2,63.3,56,2549,5.67,5.74,3.61
0.51,Ideal,F,VVS1,61.4,56,2726,5.15,5.17,3.17
0.9,Premium,E,SI2,61.3,60,3662,6.17,6.23,3.8
0.72,Very Good,E,SI2,60.1,55.8,2651,5.83,5.85,3.51
1.01,Good,F,IF,62.7,59,9451,6.3,6.42,3.99
0.32,Good,H,SI1,63.1,54,449,4.36,4.42,2.77
0.39,Good,I,VS1,63.1,58,737,4.68,4.61,2.93
0.33,Very Good,H,VVS2,61.8,57,614,4.43,4.46,2.74
0.41,Premium,G,VS2,61.8,59,827,4.72,4.76,2.93
1.04,Ideal,G,VVS2,61.4,57,6173,6.52,6.44,3.98
0.3,Ideal,G,SI1,61.6,57,432,4.29,4.34,2.66
0.5,Good,D,SI1,63.9,56,1210,5.02,4.93,3.18
1.5,Good,D,SI2,61.1,64,7722,7.26,7.35,4.46
0.42,Good,G,VVS2,57.7,59.8,1076,4.95,4.96,2.86
0.32,Premium,E,IF,61.6,58,1095,4.38,4.39,2.7
0.64,Premium,F,SI1,60.1,60,1901,5.62,5.57,3.36
0.72,Very Good,H,VS2,62.5,58,2444,5.67,5.73,3.56
2,Good,G,SI2,58.1,64,11041,8.3,8.27,4.81
0.52,Ideal,E,VVS2,61.9,55,2371,5.15,5.19,3.2
0.63,Premium,H,VS1,62.9,60,1921,5.45,5.33,3.39
1.15,Ideal,H,SI1,62.4,54,6106,6.71,6.76,4.2
0.9,Good,I,VS1,63.5,61,3666,5.96,6.01,3.8
0.55,Ideal,E,SI1,61.7,56,1668,5.29,5.24,3.25
1.32,Very Good,I,SI1,62.1,57,6810,6.99,7.09,4.37
0.31,Premium,E,VS2,62.6,58,872,4.33,4.29,2.7
0.25,Very Good,D,VVS2,63,56,512,3.98,4.02,2.52
1.16,Ideal,D,VVS2,62,55,12989,6.68,6.72,4.19
1.2,Premium,H,SI1,62.4,59,5899,6.73,6.7,4.19
0.73,Very Good,F,VVS2,63.8,59,3669,5.69,5.72,3.64
1.24,Premium,F,SI2,61.4,58,5889,6.94,6.9,4.25
1.23,Ideal,G,SI1,61.4,56,6509,6.94,6.91,4.25
0.73,Ideal,G,VVS1,61.9,57,3669,5.76,5.8,3.58
0.7,Fair,F,VS2,65.5,57,2369,5.55,5.41,3.59
1.17,Ideal,H,IF,61,53,8266,6.89,6.85,4.19
0.3,Ideal,E,IF,62,54,943,4.31,4.34,2.68
0.77,Very Good,H,VS2,63,57,2513,5.79,5.87,3.67
0.4,Ideal,E,VVS1,62.8,57,1397,4.71,4.65,2.94
0.32,Ideal,E,IF,61.9,56,1170,4.42,4.4,2.73
0.52,Ideal,D,VS2,61.4,56,1664,5.16,5.19,3.18
1.01,Good,G,VS2,63.6,60,5701,6.35,6.3,4.02
0.58,Ideal,E,SI1,62.2,58,1580,5.3,5.38,3.32
0.61,Very Good,I,VS2,62.4,57,1572,5.4,5.43,3.38
1.53,Premium,E,SI1,61.3,59,12968,7.4,7.35,4.52
0.43,Very Good,G,VS1,61,58,943,4.89,4.92,2.99
1.71,Ideal,H,SI1,61.4,57,12416,7.63,7.74,4.72
1.12,Premium,I,SI2,61.2,58,3669,6.72,6.68,4.1
0.31,Ideal,D,VS2,60.7,56,942,4.38,4.35,2.65
1.51,Ideal,I,VS2,62.9,53,9471,7.37,7.33,4.62
1.04,Good,F,SI1,63.6,59,5871,6.4,6.36,4.06
1.01,Very Good,E,VS2,63.3,58,6516,6.38,6.35,4.03
1.12,Fair,I,SI2,64.6,57,3669,6.5,6.47,4.19
0.71,Ideal,D,SI2,61.3,57,2610,5.71,5.78,3.52
0.32,Very Good,G,VVS2,64,55,607,4.31,4.35,2.77
1.07,Very Good,G,VS2,62.9,59,6525,6.49,6.52,4.09
0.56,Ideal,E,SI1,61.6,55,1649,5.31,5.33,3.28
0.27,Ideal,F,VVS2,61.2,58,667,4.15,4.19,2.55
1.01,Ideal,G,VS1,61.2,57,6618,6.47,6.41,3.94
0.5,Very Good,E,SI2,63,57,1077,5.04,5.09,3.19
0.41,Good,F,SI1,63.7,58,705,4.71,4.74,3.01
0.31,Ideal,G,IF,62.1,54,891,4.35,4.38,2.71
0.41,Ideal,F,VS2,61.4,55,863,4.78,4.83,2.95
0.3,Ideal,I,SI1,61.8,57,382,4.3,4.34,2.67
1.05,Ideal,I,VVS2,61.8,53,5932,6.56,6.57,4.06
0.31,Ideal,E,VS2,62,55,872,4.37,4.34,2.7
0.72,Premium,I,VS2,61.1,61,1991,5.79,5.74,3.52
0.5,Premium,E,VS2,61.4,58,1624,5.07,5.12,3.13
0.56,Ideal,D,SI1,61.9,57,2053,5.27,5.3,3.27
0.4,Premium,H,VS2,59.1,61,945,4.84,4.81,2.85
1.06,Premium,J,SI2,61.3,60,3672,6.52,6.59,4.02
1.46,Very Good,J,VS2,59.7,59,7358,7.36,7.39,4.4
0.31,Ideal,E,VVS2,61.7,56,1046,4.36,4.33,2.68
0.56,Ideal,I,VS2,62.2,57,1417,5.27,5.28,3.28
0.31,Premium,G,VS1,62.1,58,802,4.35,4.31,2.69
1.01,Premium,F,VVS2,60.4,59,9065,6.45,6.49,3.91
0.31,Very Good,F,VS1,61.2,55,675,4.35,4.37,2.67
0.23,Very Good,E,VVS1,61.8,59,530,3.9,3.93,2.42
0.96,Fair,E,SI2,57.7,67,3674,6.49,6.46,3.73
2.02,Very Good,H,SI2,63.1,54,13655,8.09,7.99,5.07
0.5,Very Good,G,VVS2,60,56,2260,5.18,5.21,3.12
0.96,Very Good,F,SI1,62.1,62,4755,6.24,6.32,3.9
1.01,Ideal,G,SI1,61.1,58,5497,6.43,6.49,3.95
1,Premium,F,SI1,61.4,62,4939,6.36,6.32,3.89
1.27,Ideal,J,VVS2,62.2,54,6430,6.92,6.98,4.32
1,Premium,F,SI1,59.7,60,4851,6.48,6.51,3.88
1.14,Very Good,I,VS1,63.3,56,5148,6.68,6.6,4.2
1,Good,G,SI2,63.4,60,3676,6.22,6.34,3.98
0.41,Ideal,F,VS1,60.8,56,1076,4.79,4.76,2.92
1.01,Fair,H,VS1,67.1,59,3676,6.16,6.09,4.11
1.2,Very Good,G,VS1,63.3,57,6814,6.77,6.71,4.26
0.71,Ideal,E,SI1,62.9,57,2651,5.67,5.72,3.58
0.59,Ideal,E,SI1,60.7,56,1793,5.45,5.49,3.32
0.31,Ideal,D,VVS2,61.1,56,1034,4.38,4.39,2.68
0.76,Very Good,H,SI1,63,58,2593,5.78,5.8,3.65
0.53,Good,H,SI1,63.7,55,1132,5.12,5.15,3.27
0.27,Ideal,F,VVS1,61,57,620,4.2,4.22,2.57
0.56,Ideal,H,VVS1,60,56,1929,5.37,5.4,3.23
0.7,Ideal,G,SI1,60.5,57,2460,5.74,5.79,3.49
2.39,Ideal,I,VS2,62.2,55,17955,8.58,8.56,5.33
0.56,Ideal,F,VS1,61.7,54,2016,5.32,5.28,3.27
1,Good,J,SI1,63.9,60,3679,6.26,6.19,3.98
0.76,Fair,D,SI2,55.5,69,2518,6.16,6.07,3.39
0.52,Ideal,G,VVS2,61.6,56,1784,5.15,5.18,3.18
1.24,Premium,H,SI1,60.1,58,6215,7.04,7.01,4.22
0.4,Very Good,D,VS2,63.3,58,845,4.63,4.66,2.94
0.54,Ideal,H,VS1,61.9,56,1637,5.24,5.2,3.23
0.32,Ideal,E,SI1,62.1,54,532,4.4,4.42,2.74
1.5,Ideal,D,SI1,60.3,57,12206,7.37,7.4,4.45
0.5,Very Good,F,VVS2,61.8,56,2052,5.11,5.15,3.17
0.35,Ideal,I,IF,61.8,53,808,4.55,4.57,2.81
1.58,Premium,G,VS2,58.2,58,11786,7.68,7.64,4.46
0.24,Ideal,F,VS1,62.7,54,572,3.99,4.02,2.51
0.24,Ideal,F,VS1,61.8,54,572,3.99,4.03,2.48
1.03,Ideal,D,SI2,60.7,58,5836,6.51,6.53,3.96
1.01,Very Good,D,SI1,60.7,58,5422,6.49,6.45,3.93
0.33,Premium,I,SI1,62.8,58,572,4.43,4.39,2.77
0.33,Ideal,I,SI1,62.7,56,572,4.44,4.4,2.77
1.6,Ideal,I,SI1,62.4,53.5,9407,7.45,7.5,4.66
1.18,Ideal,I,SI1,62.2,56,5088,6.85,6.75,4.23
0.49,Ideal,D,VS1,62.3,55,1934,5.03,5.05,3.14
0.82,Ideal,I,VS1,62.3,57,2522,5.98,6.02,3.74
0.58,Premium,G,SI1,62.4,60,1949,5.34,5.3,3.32
0.41,Ideal,H,VS1,61.9,56,1061,4.78,4.75,2.95
0.34,Ideal,G,VS2,61.6,56,573,4.48,4.51,2.77
0.38,Premium,E,VS2,61.8,58,866,4.61,4.64,2.86
0.36,Very Good,E,VS2,61.3,60,789,4.55,4.59,2.8
0.3,Ideal,F,VS2,62.2,55,573,4.3,4.32,2.68
1.99,Premium,G,SI2,59.1,61,11486,8.08,8.05,4.77
0.73,Premium,E,SI2,62.2,55,2256,5.81,5.71,3.58
0.36,Ideal,G,VVS2,61.8,54,794,4.59,4.61,2.84
0.3,Ideal,F,VS2,60.9,56,573,4.35,4.39,2.66
1.47,Very Good,G,VS2,62.7,56,11060,7.15,7.18,4.49
1.09,Very Good,G,VS1,59.7,63,6570,6.74,6.65,4
1,Premium,F,SI1,60.7,60,5197,6.36,6.4,3.87
0.76,Ideal,F,VS1,62.2,56,3680,5.83,5.87,3.64
0.9,Very Good,G,SI1,63,57,3681,6.13,6.19,3.88
0.42,Ideal,D,VVS2,61.4,56,1326,4.82,4.85,2.97
1.01,Good,H,VS2,63.5,61,4959,6.24,6.32,3.99
1.29,Ideal,F,VS1,60.7,57,11197,7.08,7.05,4.29
0.7,Ideal,F,VVS1,62.5,57,3683,5.62,5.67,3.53
1.25,Premium,H,VS2,61.9,58,5902,6.9,6.84,4.25
2.01,Premium,I,VS2,61.1,60,17592,8.12,8.06,4.94
1.54,Premium,G,VS1,61.9,59,13609,7.34,7.37,4.55
0.4,Very Good,I,VS1,61.7,57,741,4.71,4.73,2.91
0.3,Premium,E,VS2,62.8,59,844,4.26,4.24,2.67
1.08,Ideal,H,SI2,61.4,57,5049,6.6,6.66,4.07
1.06,Premium,E,VS2,62.3,58,6838,6.52,6.49,4.05
0.3,Ideal,H,VVS1,62.5,53.8,639,4.31,4.33,2.69
1.12,Ideal,I,SI2,62.4,57,3688,6.69,6.62,4.15
0.34,Ideal,G,VS2,62.4,57,663,4.48,4.46,2.79
1.5,Good,E,VS2,57.8,63,14565,7.58,7.53,4.37
0.9,Very Good,E,SI1,60.7,61,3689,6.17,6.19,3.75
1.03,Ideal,E,SI1,60.3,55,5837,6.62,6.57,3.98
1.21,Very Good,J,SI1,61.6,59,4990,6.8,6.83,4.2
0.51,Ideal,D,VS2,61.6,56,1882,5.17,5.15,3.18
1.21,Ideal,F,VS2,62.9,54,8557,6.82,6.78,4.28
0.3,Very Good,E,VS2,62.9,58,658,4.22,4.27,2.67
0.54,Ideal,E,VVS2,61.1,56,2502,5.26,5.31,3.22
0.72,Premium,F,VVS1,62.8,58,3689,5.75,5.68,3.59
0.93,Premium,G,SI2,62.2,55,3689,6.27,6.24,3.89
2.07,Very Good,I,SI1,63.1,59,15751,8.11,8.02,5.09
1.07,Premium,G,VS2,60.9,58,6471,6.6,6.56,4.01
0.55,Ideal,I,VVS1,61.7,56,1712,5.29,5.24,3.25
0.37,Premium,F,SI1,61.5,59,791,4.62,4.59,2.83
1.1,Ideal,F,I1,61.3,57,3690,6.68,6.62,4.08
0.36,Very Good,E,VS2,62.3,58,789,4.51,4.55,2.82
0.35,Premium,D,SI2,62.3,58,522,4.48,4.54,2.81
0.62,Ideal,D,SI1,62.2,55,2062,5.51,5.45,3.41
1.03,Ideal,G,SI2,60.4,56,3692,6.56,6.53,3.95
1.11,Premium,I,SI2,61.3,59,3692,6.69,6.63,4.09
0.59,Ideal,E,SI1,61.6,55,1994,5.41,5.43,3.34
1.03,Ideal,H,SI2,60.5,57,3692,6.58,6.52,3.96
0.51,Premium,E,SI1,58.2,61,1340,5.27,5.22,3.05
0.97,Ideal,H,SI2,61.6,55,3694,6.37,6.32,3.91
0.3,Ideal,G,VS1,61.7,57,605,4.3,4.32,2.66
1.21,Premium,J,VS2,59,60,3694,6.93,6.88,4.07
1,Ideal,F,SI2,62.3,56,3696,6.34,6.27,3.93
0.9,Very Good,F,VS2,63.2,57,4715,6.12,6.07,3.85
1.11,Ideal,E,SI2,60.6,56,5962,6.76,6.78,4.1
0.52,Ideal,D,SI1,62.7,56,1600,5.14,5.17,3.23
1.06,Ideal,E,SI1,61.6,56,5798,6.55,6.59,4.05
1,Fair,E,SI1,66.5,55,3696,6.21,6.19,4.12
1,Premium,G,SI2,59.1,59,3696,6.54,6.5,3.85
1.06,Ideal,I,VS2,61.4,55,5116,6.59,6.61,4.05
