video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
R9OHn5ZF4Uo,17.23.12,How Machines Learn,CGP Grey,27,2017-12-18T14:39:33.000Z,1610875,174918,1225,10185,False,False,False
3McYSX6jSIg,18.23.02,Ready to Serve | Romney for Utah,mittromney,22,2018-02-16T13:21:55.000Z,99732,1017,1536,773,False,False,False
Txlk7PiHaGk,18.22.03,Imagine Dragons - Next To Me,ImagineDragonsVEVO,10,2018-03-13T18:00:05.000Z,7071052,332007,8115,22124,False,False,False
EC5UCCnk59c,18.18.03,PSG 1-2 Real Madrid | RONALDO & HIS TEAMMATES IN THE DRESSING ROOM: Celebrations,Real Madrid C.F.,17,2018-03-07T00:07:16.000Z,1423050,25832,745,1423,False,False,False
B8R148hFxPw,18.10.03,Waymo 360° Experience: A Fully Self-Driving Journey,Waymo,28,2018-02-28T08:00:13.000Z,444997,3723,133,391,False,False,False
szaJ5aW-LUs,17.27.12,Panic! At The Disco - Feels Like Christmas,Panic! At The Disco,10,2017-12-20T16:34:30.000Z,1450293,130605,1255,16280,False,False,False
0HX039UdGpU,18.25.03,EVERY TARGET EVER,Smosh,23,2018-03-12T16:00:00.000Z,2096182,53088,3834,4262,False,False,False
ek1ePFp-nBI,18.12.06,Halloween - Official Trailer (HD),Universal Pictures,24,2018-06-08T14:00:03.000Z,10623316,184164,6877,32451,False,False,False
ZJkc_C5-Cd8,18.22.01,What Even Matters Anymore - SNL,Saturday Night Live,24,2018-01-21T06:06:04.000Z,2167311,24918,6491,6076,False,False,False
R_O5x0LNksM,18.07.04,The Voice 2018 Battle - Britton Buchanan vs. Jaclyn Lovey: Thinking Out Loud,The Voice,24,2018-03-27T01:59:56.000Z,1978080,26407,754,1762,False,False,False
fNVUTgd4pio,18.07.05,Sugarland - Babe (Static Video) ft. Taylor Swift,SugarlandVEVO,10,2018-04-20T04:00:07.000Z,4216147,63344,3088,4464,False,False,False
svi8VheVPrc,18.21.02,"iPhone X vs Pixel 2, three months later",The Verge,28,2018-02-15T13:00:04.000Z,413918,10160,2321,2112,False,False,False
Mgfe5tIwOj0,18.17.01,Dua Lipa - IDGAF (Official Music Video),Dua Lipa,10,2018-01-12T12:00:07.000Z,21748916,1147341,28950,51575,False,False,False
WdOGSNQP9b4,18.12.03,This is me - The Greatest Showman OST / Jun Liu Choreography,1MILLION Dance Studio,24,2018-03-07T12:00:04.000Z,412464,26520,259,882,False,False,False
g_WBVi-bu9Q,18.27.02,The Ring brought to life in AR,Abhishek Singh,28,2018-02-21T17:06:16.000Z,288327,540,71,71,False,False,False
2kyS6SvSYSE,17.20.11,WE WANT TO TALK ABOUT OUR MARRIAGE,CaseyNeistat,22,2017-11-13T17:13:01.000Z,2564903,96321,7972,22149,False,False,False
ET6XGZqOyjY,18.19.04,DIY THRIFT STORE PROM DRESS MAKEOVER!,Amber Scholl,26,2018-03-31T17:08:41.000Z,2272385,87005,4820,7804,False,False,False
Ba4j_q02FM4,18.20.03,REACTING TO MY OLD MUSIC VIDEOS,jennxpenn,24,2018-03-10T19:00:00.000Z,637423,32667,1765,3086,False,False,False
EC5UCCnk59c,18.11.03,PSG 1-2 Real Madrid | RONALDO & HIS TEAMMATES IN THE DRESSING ROOM: Celebrations,Real Madrid C.F.,17,2018-03-07T00:07:16.000Z,1335116,25182,701,1348,False,False,False
uFDPLyAWpVg,18.03.01,GoPro: Gorilla Tickling at the GRACE Center,GoPro,15,2017-12-21T17:00:08.000Z,1652914,19764,341,1197,False,False,False
9vDdx1dba6c,18.30.01,dodie - Secret For The Mad,dodieVEVO,10,2018-01-26T18:00:15.000Z,413812,56043,353,3939,False,False,False
vjSohj-Iclc,18.05.06,"Getting some air, Atlas?",BostonDynamics,28,2018-05-10T19:56:28.000Z,6688253,86003,3102,13335,False,False,False
QRl9IO2ORGE,18.05.01,The First Day of the Year.,CatCreature,22,2018-01-02T07:31:05.000Z,92537,12284,66,568,False,False,False
7tYUMo3IgXg,18.20.03,"New $24,000 Singapore Airlines First-Class Suite",BuzzFeedBlue,22,2018-03-17T15:00:52.000Z,2115619,38290,2074,3081,False,False,False
e7sIvcYmuk0,18.21.05,When Molten Salt hits a Watermelon,The King of Random,27,2018-05-20T15:00:02.000Z,312056,6840,770,1839,False,False,False
Ek3aeUhHaFY,18.08.03,Primitive Technology: Lime,Primitive Technology,22,2018-03-06T22:00:03.000Z,2947593,109413,1358,9534,False,False,False
JDkHmQEOkYo,18.24.02,T & P Makeup Look,Sailor J,23,2018-02-19T01:31:01.000Z,226679,20733,460,1683,False,False,False
CvqtJTrsKCE,18.20.04,BREAKUP ADVICE WITH MY EX!,Cammie Scott,22,2018-04-12T19:00:44.000Z,514444,26668,1404,1860,False,False,False
hlb3gGNBHFE,18.19.03,THE DIFFERENCE BETWEEN AUSTRALIA & NEW ZEALAND,How to DAD,22,2018-03-05T01:15:47.000Z,643097,23778,447,1361,False,False,False
Qcj15vHJTtk,18.10.06,Royal Wedding - SNL,Saturday Night Live,24,2018-05-20T04:58:51.000Z,8534145,66248,14148,8363,False,False,False
vU14JY3x81A,17.20.11,How Can You Control Your Dreams?,Life Noggin,27,2017-11-13T14:00:03.000Z,538546,19822,245,6479,False,False,False
kSuaykdvl4I,18.20.04,"Making the Hulkbuster Part 1-Legs, Huge Hydraulic Legs",colinfurze,24,2018-04-19T15:00:07.000Z,591512,39041,254,2671,False,False,False
9TCdWhmtxCk,18.07.04,Making a Song in 57 Minutes,Rob Scallon,10,2018-03-26T13:02:30.000Z,352048,20981,300,2250,False,False,False
MYdqaxZndzE,18.28.02,Kendrick Lamar wins International Male Solo Artist | The BRIT Awards 2018,BRITs,10,2018-02-22T00:30:51.000Z,167110,2883,90,203,False,False,False
GF_0i9WxA_s,17.09.12,Obama Answers Akkai Padmashali (Transgender Activist),taalk com,26,2017-12-04T10:46:47.000Z,1280,25,2,5,False,False,False
NyNQLRhsAsk,17.13.12,Al Franken Resigns; Donald Trump Jr. Testifies in Russia Investigation: A Closer Look,Late Night with Seth Meyers,23,2017-12-08T02:00:00.000Z,1882458,17991,1611,2414,False,False,False
qLaGCduQKGM,18.20.04,Can You Turn Hair to Stone with Hydraulic Press?,Hydraulic Press Channel,28,2018-04-07T14:01:53.000Z,751021,8286,866,1433,False,False,False
avnapsraeXM,17.31.12,Watch me draw 10 presidents,J.J. McCullough,22,2017-12-23T15:21:28.000Z,231675,5094,1540,1399,False,False,False
b1Vi4YGMGkk,18.05.04,"YouTube Shooting: Woman Identified As Nasim Aghdam, 39, Suspected Of Wounding 3",CBS Los Angeles,25,2018-04-04T05:16:12.000Z,847112,3386,1041,6017,False,False,False
q6xkWA0Qi98,17.07.12,Cup Phones - JACK AND DEAN,Jack and Dean,23,2017-12-03T17:48:44.000Z,143434,20383,157,766,False,False,False
fEskVQgtwaI,17.04.12,Midnight Sun | Official Trailer | In Theaters March 23,Open Road Films,24,2017-12-01T18:00:06.000Z,3092365,7018,506,736,False,False,False
8O_MwlZ2dEg,18.14.03,j-hope 'Airplane' MV,ibighit,10,2018-03-06T15:00:10.000Z,10399937,1743625,10466,177518,False,False,False
0nVO-yU0oxM,18.16.01,Cranberries singer Dolores O'Riordan dead at 46,CBC News,25,2018-01-15T20:25:04.000Z,128393,1019,84,463,False,False,False
h33u2eeVqXo,18.07.02,Talkin' Football | JEOPARDY!,Jeopardy!,24,2018-02-02T03:30:01.000Z,793350,7181,179,1317,False,False,False
fmqcXfcrAis,18.16.01,Controlling swarms of flies and gnats by singing tones to them,Fontgod,15,2018-01-12T12:53:50.000Z,13803,140,14,23,False,False,False
xrMfUeOPWto,18.18.05,EVERY MUSEUM EVER,Smosh,23,2018-05-07T16:00:09.000Z,1195170,36205,1408,3080,False,False,False
mrORbZ2dS08,17.09.12,Lecrae - Broke,LecraeVEVO,10,2017-12-05T15:00:05.000Z,388983,15698,673,2384,False,False,False
3ToRIUoXmIw,18.04.01,How Fleetwood Mac Makes A Song,Nerdwriter1,24,2017-12-23T15:00:00.000Z,667346,35253,558,1796,False,False,False
Xqy62kBAiLk,18.06.01,Dazed & Confused - LIVIN Speech,Navenanthen Gepardieu,24,2013-10-28T11:39:41.000Z,21063,72,2,1,False,False,False
azFsk42kb5E,18.17.04,John Krasinski Breaks Down A Quiet Place's Lantern Scene | Notes on a Scene | Vanity Fair,Vanity Fair,24,2018-04-13T16:00:49.000Z,1109600,31298,270,1535,False,False,False
ju_inUnrLc4,18.07.06,Fifth Harmony - Don't Say You Love Me,FifthHarmonyVEVO,10,2018-05-18T07:00:08.000Z,19484684,650601,14929,50861,False,False,False
VWFoCcbXqAw,17.15.12,Greg talks with  the school shooter who killed his son 25 years ago | StoryCorps,StoryCorps,1,2017-12-12T19:00:02.000Z,32420,725,32,95,False,False,False
zLuhCfBqf5U,18.19.05,Coconut Macaroons - You Suck at Cooking (episode 76),You Suck At Cooking,26,2018-05-16T12:39:20.000Z,494808,30193,346,1996,False,False,False
m8Dqg8iz5Fo,18.09.05,MY INSTAGRAM FOLLOWERS PICK MY FULL FACE OF MAKEUP!,Sylvia Gani,26,2018-04-30T00:18:19.000Z,834848,35939,578,4121,False,False,False
5PR3Hn6cQ60,18.27.05,FULL FACE OF SEPHORA CLEARANCE MAKEUP,Laura Lee,26,2018-05-15T20:56:25.000Z,1045374,37158,1074,2705,False,False,False
ih8ex84QoH4,18.15.04,I Tried Perfect Customized Mascara,Safiya Nygaard,22,2018-04-07T20:35:46.000Z,2998498,120361,1202,7024,False,False,False
dn4CKtiwxSA,18.28.05,Bonus Scenes: LA Rams Push Kevin to the Limit | Kevin Hart: What The Fit | Laugh Out Loud Network,LOL Network,23,2018-05-21T17:00:03.000Z,535159,8421,222,192,False,False,False
X_tYrnv_o6A,17.21.11,Your Amazing Molecular Machines,Veritasium,27,2017-11-20T15:00:02.000Z,251683,20617,137,2526,False,False,False
vBQOVNuSNvI,18.26.01,Idris Elba thinks the world is ready for a black James Bond,Variety,24,2018-01-22T21:04:44.000Z,2816,77,21,35,False,False,False
iC7wWFQUUqU,18.10.06,Keith Urban - Coming Home ft. Julia Michaels,KeithUrbanVEVO,10,2018-05-31T04:00:01.000Z,1203673,13059,789,388,False,False,False
mhog9LEMCDY,18.07.04,Dem Beats (ft. RuPaul) by TODRICK HALL,todrickhall,24,2018-03-22T22:16:17.000Z,1537417,64534,1877,4321,False,False,False
UuR8UhMTw5U,18.23.04,Mara Justine Sings Run To You by Whitney Houston - Top 24 Solos - American Idol 2018 on ABC,American Idol,24,2018-04-16T01:23:05.000Z,1330675,20765,1105,2497,False,False,False
SipouoqLyxM,18.07.01,Charli XCX - Pop 2 MIXTAPE REVIEW,theneedledrop,10,2018-01-05T01:50:17.000Z,128687,3483,106,780,False,False,False
OXVm3fhYsEo,18.25.05,KYLIE COSMETICS X KRIS JENNER COLLECTION | SWATCHES & DEMO,Jaclyn Hill,26,2018-05-11T22:25:51.000Z,2820604,111655,6729,13885,False,False,False
z3EN0dyR7W0,18.10.02,The exact moment the Eagles won Super Bowl 2018,NJ.com,25,2018-02-05T03:27:40.000Z,581175,3666,416,1306,False,False,False
1FJD7jZqZEk,18.26.04,Jurassic World: Fallen Kingdom - Final Trailer [HD],Universal Pictures,24,2018-04-18T15:00:10.000Z,12916876,177614,7415,17481,False,False,False
mBMxFIEub34,18.22.03,Jennifer Garner Answers the Web's Most Searched Questions | WIRED,WIRED,24,2018-03-16T19:00:16.000Z,413540,8131,217,748,False,False,False
0GKC_nj7B44,18.05.05,Whitney Official Teaser Trailer | In Theaters July 6,RoadsideFlix,1,2018-04-27T13:01:25.000Z,518199,3521,129,475,False,False,False
ycy30LIbq4w,18.28.03,Shawn Mendes Lost In Japan (Audio),Shawn Mendes,10,2018-03-23T04:30:01.000Z,6172484,448001,3702,26431,False,False,False
rU1lSmDbRZU,18.09.03,2018 Oscars: Keala Settle Cries During Powerful Performance of 'This Is Me',Entertainment Tonight,24,2018-03-05T08:31:35.000Z,445150,3350,805,879,False,False,False
X41ArlJVNYc,18.28.01,How to be a Hufflepuff,Sailor J,23,2018-01-22T22:43:25.000Z,273004,24254,555,2501,False,False,False
kjbimjCQYdY,18.14.02,Annalynne McCord,Wendy Williams,24,2018-02-06T23:00:02.000Z,339542,3420,486,1190,False,False,False
_72fqgEevOo,17.11.12,"The Greatest Tax Bill Ever Sold | December 6, 2017 Act 1 | Full Frontal on TBS",Full Frontal with Samantha Bee,22,2017-12-07T07:00:04.000Z,502185,6862,2427,1147,False,False,False
PWrsHhAuVZg,17.04.12,"Queen Biopic Stops Production, Avengers Fighting Alien Cannon Fodder Again - The John Campea Show",John Campea,24,2017-12-02T17:54:53.000Z,30469,1024,69,586,False,False,False
wNhYCsu3WWk,18.21.03,My baby boy dancing to MGMT,Johnny Jansen,1,2018-02-26T01:59:56.000Z,339799,3693,197,301,False,False,False
KQkkgD2p3Ow,17.21.11,U2 - American Soul (Lyric Video),U2VEVO,10,2017-11-20T16:00:02.000Z,78979,4167,213,514,False,False,False
LK3Yz9UpP_A,18.28.03,Full Face Testing 5 STAR 100+ REVIEWED Makeup from AMAZON || Full Day Wear Test,RachhLoves,26,2018-03-15T17:09:49.000Z,356591,11266,383,991,False,False,False
holkOJx-TOU,18.19.03,This Week I Learned to Rip a Phonebook in Half,Mike Boyd,24,2018-03-07T20:00:29.000Z,684106,21157,720,2085,False,False,False
Kf2-86o5S1o,18.10.03,Film Theory: The Bee Movie LIED To You!,The Film Theorists,1,2018-02-27T22:07:31.000Z,5058013,127499,8462,21946,False,False,False
HCO7BWbKipU,18.09.03,You'll NEVER guess how I caught this lizard!,Brave Wilderness,15,2018-03-02T12:00:03.000Z,1487387,32546,931,5542,False,False,False
OziQ_a3Rpqw,17.23.12,Khloe Kardashian Confirms Pregnancy & Reveals Baby Bump | Hollywoodlife,HollywoodLife,24,2017-12-21T00:33:36.000Z,599410,5158,589,708,False,False,False
QQ_3S-IQm38,18.16.02,Muse - Thought Contagion [Official Music Video],Muse,10,2018-02-15T19:28:57.000Z,585170,43003,2024,6339,False,False,False
sirrTXiPFmw,18.18.01,I Bought One Snickers Bar From Every Walmart,MrBeast,24,2018-01-13T23:15:01.000Z,3294424,122220,8087,32602,False,False,False
44W9qstI8H8,17.07.12,Taylor Swift - I Did Something Bad (Cover) | By Shoshana Bean and Cynthia Erivo,Shoshana Bean,10,2017-12-01T16:45:59.000Z,519269,19970,554,1208,False,False,False
F86S9Uc4mP4,17.21.11,McDonald's Will No Longer Serve This Fan Favorite Drink,Mashed,24,2017-11-18T21:00:00.000Z,191764,1755,195,788,False,False,False
r4ppTbMcFTo,17.19.12,Luke Combs - One Number Away (Lyric Video),LukeCombsVEVO,10,2017-12-13T14:00:08.000Z,73525,2332,74,106,False,False,False
szaJ5aW-LUs,17.22.12,Panic! At The Disco - Feels Like Christmas,Panic! At The Disco,10,2017-12-20T16:34:30.000Z,717979,94558,728,13702,False,False,False
dzxFdtWmjto,18.11.02,VENOM - Official Teaser Trailer (HD),Sony Pictures Entertainment,24,2018-02-08T14:00:04.000Z,10632722,186500,22182,33152,False,False,False
giiIq7t4oMQ,18.29.03,The 100 | Season 5 Official Extended Trailer | The CW,The CW Television Network,24,2018-03-14T17:22:47.000Z,783414,17433,5353,2690,False,False,False
SphTGtDlhHw,18.22.03,DJ Khaled - I Believe (from Disney’s A WRINKLE IN TIME) ft. Demi Lovato,DJKhaledVEVO,10,2018-03-08T04:00:01.000Z,6261069,153566,9818,9387,False,False,False
HDYJVmoWoyA,18.27.05,Just Like You Left It,Studio C,23,2018-05-08T22:00:03.000Z,619635,12655,1201,1386,False,False,False
5YOvZU1QRRQ,18.14.01,"300,000 Dominoes FALLDOWN - Turkish Domino Record! (Pt. 2)",Hevesh5,24,2018-01-13T18:00:00.000Z,62517,3362,87,346,False,False,False
CZMO9Ud0tOU,18.27.01,The 809 Objects Left on the Moon,Half as Interesting,27,2018-01-25T15:30:01.000Z,251240,8703,250,965,False,False,False
xe5tXZs-iWw,18.01.05,Pressing Non-Newtonian Fluid Through Small Holes with Hydraulic Press | in 4K,Hydraulic Press Channel,28,2018-04-28T14:44:26.000Z,794272,18533,570,2419,False,False,False
aaSEdxiITJk,18.03.01,Things We Need More of in 2018,ConnorFranta,22,2017-12-25T20:36:43.000Z,199873,29584,130,1598,False,False,False
_Ch5ClOB9AE,18.18.01,The chocolate science hype machine,Vox,25,2018-01-15T16:08:06.000Z,629016,13611,1152,1575,False,False,False
BspHjvU11y4,18.02.06,Kelly Clarkson - Meaning of Life [Official Video],Kelly Clarkson,10,2018-05-13T13:00:41.000Z,2131862,47803,1096,2485,False,False,False
igczJLuaelg,18.24.04,#boogiedown CONTEST WINNERS ANNOUNCED,Fortnite,20,2018-04-21T18:07:24.000Z,2974384,99236,28880,25192,False,False,False
EqeIRzY7hIU,18.01.06,6 Cheese Gadgets put to the Test!,CrazyRussianHacker,28,2018-05-20T18:58:15.000Z,1529108,26846,1563,2875,False,False,False
9DUfFHaUpxg,18.25.03,The Voice Behind 250 of Your Favorite Cartoons,Great Big Story,22,2018-03-20T14:24:31.000Z,1732872,46176,513,2662,False,False,False
90uhxbfUfC4,18.28.01,The Hurricane Heist Trailer,Trailers Promos Teasers,24,2018-01-26T15:24:42.000Z,33940,207,267,114,False,False,False
aVamZUeeR88,18.19.01,LEARNING HOW TO YOUTUBE (w/ Grace Helbig and Mamrie Hart),Christine Sydelko,22,2018-01-16T20:59:51.000Z,508868,37617,352,2210,False,False,False
ngMbosIcDRo,17.29.11,"2018 Grammy Nominations ANNOUNCED - Kendrick Lamar, Jay-Z, Bruno & MORE",Clevver News,24,2017-11-28T18:04:26.000Z,21644,478,42,534,False,False,False
yleuZbY8rKk,18.20.04,Superstar: Brandon Victor Dixon - Jesus Christ Superstar Live in Concert,NBC,24,2018-04-02T03:04:10.000Z,446704,4067,722,1154,False,False,False
3VLNxH9uX6Y,18.09.02,will.i.am’s Mother Wouldn’t Let Him Be In Michael Jackson’s Music Video | The Graham Norton Show,The Graham Norton Show,24,2018-02-02T16:49:33.000Z,299038,4952,134,295,False,False,False
w8AJBlmLMZM,18.12.06,So This is Basically Fire Emblem,JelloApocalypse,23,2018-05-25T17:14:47.000Z,1338374,74513,1403,7715,False,False,False
qgYvfE5PkQI,18.13.06,Liza On Demand - Official Trailer,Liza Koshy,23,2018-06-07T16:00:03.000Z,3462950,284391,4868,17030,False,False,False
XkGTE4WMMko,18.03.04,A BANANA PHONE?! - What the Fruit?,JerryRigEverything,26,2018-04-01T14:00:03.000Z,427719,19981,835,2873,False,False,False
mdTv3V4ALzg,18.28.05,Inside Zachary Quinto’s $3.2 Million NYC Loft | Open Door | Architectural Digest,Architectural Digest,26,2018-05-08T16:02:47.000Z,552051,11224,354,848,False,False,False
H00djJq68VE,18.01.01,Panettone (Italian Christmas Bread) - Food Wishes,Food Wishes,26,2017-12-23T00:07:02.000Z,317902,8926,367,1078,False,False,False
2SJ0hgdciNE,18.05.06,Marshmello x Juicy J - You Can Cry (Ft. James Arthur) (Official Video),Marshmello,10,2018-05-30T14:00:00.000Z,3468497,184574,4930,10586,False,False,False
um-1fAVU1OQ,18.17.05,WE GOT INTEL'S PROTOTYPE GRAPHICS CARD!!,Linus Tech Tips,28,2018-05-14T19:00:20.000Z,2081118,74809,8906,7360,False,False,False
0H-JHIGRRNM,18.21.03,Can a Little Tikes Car FLY!?,FliteTest,24,2018-03-09T18:34:52.000Z,380966,8167,280,1048,False,False,False
MgMLdq9DnNc,18.09.03,February Favorites 2018,Jenn Im,26,2018-02-28T18:20:41.000Z,274907,10551,429,774,False,False,False
O4gJFUzmR8E,18.23.02,"FIRST TIME TO JOLLIBEE, SO LETS ORDER EVERYTHING!!!",JP & Julia,22,2018-02-17T00:04:28.000Z,342401,6842,458,1247,False,False,False
RIAVKKzOocc,18.03.01,Animal electricity - Fingerling Fart Monkey Teardown,Josh Levine,24,2017-12-26T07:15:40.000Z,2007,9,0,0,False,False,False
2aQykuIaJVI,18.25.03,Lin-Manuel Miranda & Ben Platt Found Tonight [Official Video],Atlantic Records,10,2018-03-19T13:00:46.000Z,2714454,159162,2721,11968,False,False,False
Pc1Obe1BWhc,18.05.01,Nina Dobrev wants to Save Sharks (30s),Oceana,29,2018-01-03T16:01:48.000Z,4178,16,1,3,False,False,False
mBMxFIEub34,18.26.03,Jennifer Garner Answers the Web's Most Searched Questions | WIRED,WIRED,24,2018-03-16T19:00:16.000Z,470545,8658,236,800,False,False,False
B2W7c3XRBwQ,18.27.03,How To Make a Easter GIANT PEEP CAKE | With Yellow Velvet Cake | Yolanda Gampp | How To Cake It,How To Cake It,26,2018-03-20T15:00:19.000Z,607418,19655,327,2789,False,False,False
6uJf2IT2Zh8,17.21.11,Red Velvet 레드벨벳 '피카부 (Peek-A-Boo)' MV,SMTOWN,10,2017-11-17T09:00:03.000Z,9294823,530259,16331,57820,False,False,False
HkOLf9BMRZ4,18.31.01,Beauty gadgets of the future,The Verge,28,2018-01-29T14:02:38.000Z,34772,717,62,68,False,False,False
mNKwe9k55fs,18.14.04,Fahrenheit 451 (2018) Official Trailer ft. Michael B. Jordan & Michael Shannon | HBO,HBO,1,2018-04-05T18:59:40.000Z,1221536,21825,1164,3952,False,False,False
dWxS9_OwC8Y,18.18.01,"HUGE 17 Carat Diamond vs 60,003 PSI Waterjet",Waterjet Channel,28,2018-01-12T20:00:03.000Z,533134,12055,600,880,False,False,False
GskBiFLSayg,18.02.04,Emotional Steve Smith Breaks Down During Apology,ESPN UK,17,2018-03-29T09:28:11.000Z,1390987,15345,1063,5582,False,False,False
f4FuOi9rvKw,18.26.04,clickbait,ProZD,1,2018-04-09T20:00:49.000Z,1662202,86047,1149,2624,False,False,False
S4vxoP-IF2M,18.28.04,How the Squid Lost Its Shell,PBS Eons,28,2018-04-17T21:22:11.000Z,644483,22890,486,1622,False,False,False
_fjfo256p6s,18.01.04,Kacey Musgraves - High Horse (Lyric Video),KaceyMusgravesVEVO,10,2018-03-22T15:48:42.000Z,384741,6163,468,531,False,False,False
anDIlMVgNwk,18.03.04,First footage of deep-sea anglerfish pair,Science Magazine,28,2018-03-22T14:02:45.000Z,3239163,13879,184,891,False,False,False
c0bsKc4tiuY,18.12.05,Why you should make useless things | Simone Giertz,TED,22,2018-05-09T17:29:47.000Z,758562,43948,1490,2118,False,False,False
4uTNVumfm84,18.16.02,Maroon 5 - Wait,Maroon5VEVO,10,2018-02-08T14:00:00.000Z,15281609,421532,9412,18735,False,False,False
sXP6vliZIHI,17.23.12,Cardi B - Bartier Cardi (feat. 21 Savage) [Official Audio],Cardi B,22,2017-12-22T05:00:02.000Z,2352753,130644,6936,15179,False,False,False
JKP-rOESfMs,18.16.03,Super Smash Bros. Switch: Who's Hiding in the Flames? (Real-Time Character Analysis),GameXplain,20,2018-03-08T23:54:43.000Z,843512,15662,1094,15916,False,False,False
e7sIvcYmuk0,18.30.05,When Molten Salt hits a Watermelon,The King of Random,27,2018-05-20T15:00:02.000Z,1106330,12160,2170,2911,False,False,False
kz3MEd1Jr0Q,17.21.11,Steve Aoki x Lauren Jauregui - All Night (Lyric Video) [Ultra Music],Ultra Music,10,2017-11-17T15:01:54.000Z,1000754,63603,810,2884,False,False,False
N7HFXgyTya0,18.21.05,My Dinosaur Is a Service Animal (with Chris Pratt and Bryce Dallas Howard!),CollegeHumor,23,2018-05-15T17:30:00.000Z,1571170,72337,1179,3420,False,False,False
HOxylh5runs,18.22.05,Reacting To POSITIVE COMMENTS ASMR ! | Jackie Aina,Jackie Aina,26,2018-05-10T21:06:58.000Z,232787,29512,669,4567,False,False,False
S45Y5WQ4Ucs,17.31.12,Clumsy Puppy Steals Lettuce: Cute Puppy Potpie & Funny Dog Maymo,Maymo,15,2017-12-29T18:58:17.000Z,562072,9205,898,1070,False,False,False
i1AHCaokqhg,18.03.02,4-2: The History of Super Mario Bros.' Most Infamous Level,Summoning Salt,20,2018-01-29T08:26:11.000Z,777079,27223,749,2549,False,False,False
wjj2upnfBI0,18.25.04,Billie Eilish - lovely (with Khalid) Audio,Billie Eilish,10,2018-04-19T18:10:46.000Z,1495270,103313,761,5384,False,False,False
JLOFZoBJnd8,17.21.11,TRANSFORMING SUMMER MCKEEN INTO ME!!,Maddie Ziegler,24,2017-11-18T01:40:29.000Z,442977,25056,255,1160,False,False,False
jD83QaWy8LI,18.31.05,Film Theory: Willy Wonka and the Golden Ticket SCAM! (Willy Wonka and the Chocolate Factory),The Film Theorists,1,2018-05-27T19:22:30.000Z,4309706,117899,9780,20011,False,False,False
UAdJvXMIlXc,17.04.12,Datally: A new mobile data-saving app by Google.,Google,28,2017-11-30T03:32:16.000Z,282760,6076,203,522,False,False,False
oSEeK9yDNQI,18.30.05,Clash Royale: Meet the Rascals! (New Card!),Clash Royale,20,2018-05-10T13:19:23.000Z,14966797,267199,23960,20333,False,False,False
_Ihg1_3-0os,18.25.01,Remy Ma - Melanin Magic (Pretty Brown) (Audio) ft. Chris Brown,RemyMaVEVO,10,2018-01-19T05:01:01.000Z,449776,18675,1591,4055,False,False,False
exQ2u3qSfrM,17.11.12,Greyson Chance - Low (Official Lyric Video),greyson97,10,2017-12-08T05:43:52.000Z,45168,4458,24,396,False,False,False
aEM1Zelai1k,18.05.02,First Time Cats Go Outside in New Catio,Cole and Marmalade,15,2018-01-31T19:59:34.000Z,372675,18026,568,2506,False,False,False
vjSohj-Iclc,18.15.05,"Getting some air, Atlas?",BostonDynamics,28,2018-05-10T19:56:28.000Z,5650991,76461,2666,12187,False,False,False
vYb4_ARPNfo,18.25.05,David Cross Walks Out Of His Interview,The Late Show with Stephen Colbert,24,2018-05-23T07:35:02.000Z,1824164,13734,6608,1898,False,False,False
loWpbevW9xg,18.23.05,Charmed | Extended First Look | The CW,The CW Television Network,24,2018-05-17T16:01:37.000Z,639548,2910,5034,2268,False,False,False
8-Cjsnq8kVU,17.21.11,Deadpool’s “Wet on Wet” Teaser,20th Century Fox,1,2017-11-15T14:01:03.000Z,11362593,311331,6888,13985,False,False,False
305ryPvU6A8,18.12.03,HomePod — Welcome Home by Spike Jonze — Apple,Apple,28,2018-03-06T05:00:32.000Z,6494381,83625,16837,0,True,False,False
d2TrEsA3nzg,18.14.04,Tori Kelly - Help Us To Love (Audio) ft. The HamilTones,ToriKellyVEVO,10,2018-03-30T04:00:02.000Z,408056,20458,358,1289,False,False,False
94k6kEVGZzg,18.28.04,Stranger Things 3 | Now In Production | Netflix,Netflix,24,2018-04-27T11:00:00.000Z,473961,34342,259,3354,False,False,False
0GKC_nj7B44,18.01.05,Whitney Official Teaser Trailer | In Theaters July 6,RoadsideFlix,1,2018-04-27T13:01:25.000Z,437466,2063,67,312,False,False,False
52Y7NwbmOHY,18.20.02,'Black Panther' Review - The Women Were Clutch,Tony Baker Comedy,24,2018-02-16T15:47:56.000Z,57211,3216,92,641,False,False,False
QbDuBTWrU-o,17.09.12,My House Burned Down,William Osman,28,2017-12-06T02:04:58.000Z,1014674,74889,1172,16121,False,False,False
H7MRHuzCNvM,18.08.03,What it's Like to be a Line Cook at a Top-Rated NYC Restaurant | Bon Appétit,Bon Appétit,24,2018-03-02T17:00:08.000Z,378924,7710,300,606,False,False,False
4HX6R88QZB0,18.30.05,Original 2007 iPhone Unboxing!!!,iJustine,22,2018-05-07T14:31:43.000Z,1255581,34039,5504,6320,False,False,False
CbWP9nvnRhw,18.08.05,The Pun Challenge!?,nigahiga,24,2018-04-27T18:55:53.000Z,3469841,205472,4043,18002,False,False,False
OPdmg58S9ZM,18.01.04,Why Justin Bieber Was The Worst SNL Guest | WWHL,Watch What Happens Live with Andy Cohen,24,2018-03-23T12:59:49.000Z,659480,1984,351,238,False,False,False
